"index","Events","Location","Fighter1","Fighter2","Winner","fighter1_odds","fighter2_odds","Favourite","Label"
"0","UFC Fight Night 174","Las Vegas; 20th Jun 2020","Curtis Blaydes","Alexander Volkov","Curtis Blaydes","1.32","4.3","f1","Favourite"
"1","UFC Fight Night 174","Las Vegas; 20th Jun 2020","Josh Emmett","Shane Burgos","Josh Emmett","2.75","1.59","f2","Underdog"
"2","UFC Fight Night 174","Las Vegas; 20th Jun 2020","Raquel Pennington","Marion Reneau","Raquel Pennington","1.45","3.16","f1","Favourite"
"3","UFC Fight Night 174","Las Vegas; 20th Jun 2020","Belal Muhammad","Lyman Good","Belal Muhammad","1.89","2.05","f1","Favourite"
"4","UFC Fight Night 174","Las Vegas; 20th Jun 2020","Jim Miller","Roosevelt Roberts","Jim Miller","3.13","1.45","f2","Underdog"
"5","UFC Fight Night 174","Las Vegas; 20th Jun 2020","Clay Guida","Bobby Green","Bobby Green","3.36","1.4","f2","Favourite"
"6","UFC Fight Night 174","Las Vegas; 20th Jun 2020","Brianna Van Buren","Tecia Pennington","Tecia Pennington","1.45","3.1","f1","Underdog"
"7","UFC Fight Night 174","Las Vegas; 20th Jun 2020","Marc-Andre Barriault","Oskar Piechota","Marc-Andre Barriault","1.83","2.2","f1","Favourite"
"8","UFC Fight Night 174","Las Vegas; 20th Jun 2020","Cortney Casey","Gillian Robertson","Gillian Robertson","2.05","1.94","f2","Favourite"
"9","UFC Fight Night 174","Las Vegas; 20th Jun 2020","Frank Camacho","Justin Jaynes","Justin Jaynes","1.44","3.6","f1","Underdog"
"10","UFC Fight Night 174","Las Vegas; 20th Jun 2020","Roxanne Modafferi","Lauren Murphy","Lauren Murphy","2.15","1.9","f2","Favourite"
"11","UFC Fight Night 174","Las Vegas; 20th Jun 2020","Austin Hubbard","Max Rohskopf","Austin Hubbard","2.7","1.59","f2","Underdog"
"12","UFC Fight Night 175","Las Vegas; 27th Jun 2020","Dustin Poirier","Daniel Hooker","Dustin Poirier","1.47","2.95","f1","Favourite"
"13","UFC Fight Night 175","Las Vegas; 27th Jun 2020","Mike Perry","Mickey Gall","Mike Perry","1.32","3.8","f1","Favourite"
"14","UFC Fight Night 175","Las Vegas; 27th Jun 2020","Gian Villante","Maurice Greene","Maurice Greene","3.18","1.48","f2","Favourite"
"15","UFC Fight Night 175","Las Vegas; 27th Jun 2020","Kyle Daukaus","Brendan Allen","Brendan Allen","3.65","1.34","f2","Favourite"
"16","UFC Fight Night 175","Las Vegas; 27th Jun 2020","Takashi Sato","Jason Witt","Takashi Sato","1.41","3.35","f1","Favourite"
"17","UFC Fight Night 175","Las Vegas; 27th Jun 2020","Sean Woodson","Julian Erosa","Julian Erosa","1.2","5.35","f1","Underdog"
"18","UFC Fight Night 175","Las Vegas; 27th Jun 2020","Luis Pena","Khama Worthy","Khama Worthy","1.44","3.25","f1","Underdog"
"19","UFC Fight Night 175","Las Vegas; 27th Jun 2020","Philipe Lins","Tanner Boser","Tanner Boser","1.91","2.05","f1","Underdog"
"20","UFC Fight Night 175","Las Vegas; 27th Jun 2020","Jinh Yu Frey","Kay Hansen","Kay Hansen","2.75","1.59","f2","Favourite"
"21","UFC Fight Night 175","Las Vegas; 27th Jun 2020","Jordan Griffin","Youssef Zalal","Youssef Zalal","2.16","1.83","f2","Favourite"
"22","UFC 251","Yas Island; 11th Jul 2020","Kamaru Usman","Jorge Masvidal","Kamaru Usman","1.48","3.31","f1","Favourite"
"23","UFC 251","Yas Island; 11th Jul 2020","Alex Volkanovski","Max Holloway","Alex Volkanovski","1.5","2.94","f1","Favourite"
"24","UFC 251","Yas Island; 11th Jul 2020","Petr Yan","Jose Aldo","Petr Yan","1.49","3","f1","Favourite"
"25","UFC 251","Yas Island; 11th Jul 2020","Rose Namajunas","Jessica Andrade","Rose Namajunas","1.53","2.86","f1","Favourite"
"26","UFC 251","Yas Island; 11th Jul 2020","Paige VanZant","Amanda Ribas","Amanda Ribas","7.75","1.17","f2","Favourite"
"27","UFC 251","Yas Island; 11th Jul 2020","Volkan Oezdemir","Jiri Prochazka","Jiri Prochazka","1.68","2.35","f1","Underdog"
"28","UFC 251","Yas Island; 11th Jul 2020","Elizeu Zaleski dos Santos","Muslim Salikhov","Muslim Salikhov","2.18","1.81","f2","Favourite"
"29","UFC 251","Yas Island; 11th Jul 2020","Danny Henry","Makwan Amirkhani","Makwan Amirkhani","2.8","1.53","f2","Favourite"
"30","UFC 251","Yas Island; 11th Jul 2020","Leonardo Santos","Roman Bogatov","Leonardo Santos","1.6","2.6","f1","Favourite"
"31","UFC 251","Yas Island; 11th Jul 2020","Marcin Tybura","Maxim Grishin","Marcin Tybura","1.95","1.98","f1","Favourite"
"32","UFC 251","Yas Island; 11th Jul 2020","Raulian Paiva","Zhalgas Zhumagulov","Raulian Paiva","1.6","2.53","f1","Favourite"
"33","UFC 251","Yas Island; 11th Jul 2020","Vanessa Melo","Karol Rosa","Karol Rosa","3.11","1.44","f2","Favourite"
"34","UFC 251","Yas Island; 11th Jul 2020","Martin Day","Davey Grant","Davey Grant","1.64","2.6","f1","Underdog"
"35","UFC Fight Island 1","Yas Island; 15th Jul 2020","Calvin Kattar","Dan Ige","Calvin Kattar","1.38","3.5","f1","Favourite"
"36","UFC Fight Island 1","Yas Island; 15th Jul 2020","Tim Elliott","Ryan Benoit","Tim Elliott","1.8","2.25","f1","Favourite"
"37","UFC Fight Island 1","Yas Island; 15th Jul 2020","Jimmie Rivera","Cody Stamann","Jimmie Rivera","1.8","2.2","f1","Favourite"
"38","UFC Fight Island 1","Yas Island; 15th Jul 2020","Molly McCann","Taila Santos","Taila Santos","1.7","2.33","f1","Underdog"
"39","UFC Fight Island 1","Yas Island; 15th Jul 2020","Abdul Razak Alhassan","Mounir Lazzez","Mounir Lazzez","1.32","3.85","f1","Underdog"
"40","UFC Fight Island 1","Yas Island; 15th Jul 2020","John Phillips","Khamzat Chimaev","Khamzat Chimaev","4.09","1.29","f2","Favourite"
"41","UFC Fight Island 1","Yas Island; 15th Jul 2020","Ricardo Ramos","Lerone Murphy","Lerone Murphy","1.67","2.47","f1","Underdog"
"42","UFC Fight Island 1","Yas Island; 15th Jul 2020","Modestas Bukauskas","Andreas Michailidis","Modestas Bukauskas","1.61","2.55","f1","Favourite"
"43","UFC Fight Island 1","Yas Island; 15th Jul 2020","Jared Gordon","Chris Fishgold","Jared Gordon","1.71","2.35","f1","Favourite"
"44","UFC Fight Island 1","Yas Island; 15th Jul 2020","Liana Jojua","Diana Belbita","Liana Jojua","2.65","1.57","f2","Underdog"
"45","UFC Fight Island 1","Yas Island; 15th Jul 2020","Jack Shore","Aaron Phillips","Jack Shore","1.14","6.8","f1","Favourite"
"46","UFC Fight Island 2","Yas Island; 18th Jul 2020","Deiveson Figueiredo","Joseph Benavidez","Deiveson Figueiredo","1.44","3.05","f1","Favourite"
"47","UFC Fight Island 2","Yas Island; 18th Jul 2020","Jack Hermansson","Kelvin Gastelum","Jack Hermansson","1.98","2","f1","Favourite"
"48","UFC Fight Island 2","Yas Island; 18th Jul 2020","Marc Diakiese","Rafael Fiziev","Rafael Fiziev","1.57","2.86","f1","Underdog"
"49","UFC Fight Island 2","Yas Island; 18th Jul 2020","Ariane da Silva","Luana Carolina","Ariane da Silva","1.9","2.15","f1","Favourite"
"50","UFC Fight Island 2","Yas Island; 18th Jul 2020","Alexandre Pantoja","Askar Askarov","Askar Askarov","1.57","2.8","f1","Underdog"
"51","UFC Fight Island 2","Yas Island; 18th Jul 2020","Khadis Ibragimov","Roman Dolidze","Roman Dolidze","2.45","1.68","f2","Favourite"
"52","UFC Fight Island 2","Yas Island; 18th Jul 2020","Grant Dawson","Nad Narimani","Grant Dawson","1.36","3.63","f1","Favourite"
"53","UFC Fight Island 2","Yas Island; 18th Jul 2020","Joseph Duffy","Joel Alvarez","Joel Alvarez","1.42","3.3","f1","Underdog"
"54","UFC Fight Island 2","Yas Island; 18th Jul 2020","Brett Johns","Montel Jackson","Brett Johns","3.41","1.4","f2","Underdog"
"55","UFC Fight Island 2","Yas Island; 18th Jul 2020","Amir Albazi","Malcolm Gordon","Amir Albazi","1.76","2.34","f1","Favourite"
"56","UFC Fight Island 2","Yas Island; 18th Jul 2020","Davi Ramos","Arman Tsarukyan","Arman Tsarukyan","3.26","1.45","f2","Favourite"
"57","UFC Fight Island 2","Yas Island; 18th Jul 2020","Carlos Felipe","Sergey Spivak","Sergey Spivak","2.75","1.57","f2","Favourite"
"58","UFC Fight Island 3","Yas Island; 25th Jul 2020","Robert Whittaker","Darren Till","Robert Whittaker","1.79","2.15","f1","Favourite"
"59","UFC Fight Island 3","Yas Island; 25th Jul 2020","Mauricio Rua","Rogerio Nogueira","Mauricio Rua","1.56","2.7","f1","Favourite"
"60","UFC Fight Island 3","Yas Island; 25th Jul 2020","Alexander Gustafsson","Fabricio Werdum","Fabricio Werdum","1.3","3.94","f1","Underdog"
"61","UFC Fight Island 3","Yas Island; 25th Jul 2020","Marina Alcalde Rodriguez","Carla Esparza","Carla Esparza","1.59","2.58","f1","Underdog"
"62","UFC Fight Island 3","Yas Island; 25th Jul 2020","Paul Craig","Gadzhimurad Antigulov","Paul Craig","1.8","2.18","f1","Favourite"
"63","UFC Fight Island 3","Yas Island; 25th Jul 2020","Peter Sobotta","Alex Oliveira","Alex Oliveira","2.5","1.64","f2","Favourite"
"64","UFC Fight Island 3","Yas Island; 25th Jul 2020","Khamzat Chimaev","Rhys McKee","Khamzat Chimaev","1.09","10","f1","Favourite"
"65","UFC Fight Island 3","Yas Island; 25th Jul 2020","Francisco Trinaldo","Jai Herbert","Francisco Trinaldo","1.79","2.3","f1","Favourite"
"66","UFC Fight Island 3","Yas Island; 25th Jul 2020","Nicolas Dalby","Jesse Ronson","Jesse Ronson","1.43","3.25","f1","Underdog"
"67","UFC Fight Island 3","Yas Island; 25th Jul 2020","Jake Collier","Tom Aspinall","Tom Aspinall","3.06","1.45","f2","Favourite"
"68","UFC Fight Island 3","Yas Island; 25th Jul 2020","Mike Grundy","Movsar Evloev","Movsar Evloev","2.74","1.56","f2","Favourite"
"69","UFC Fight Island 3","Yas Island; 25th Jul 2020","Tanner Boser","Raphael Pessoa","Tanner Boser","1.4","3.36","f1","Favourite"
"70","UFC Fight Island 3","Yas Island; 25th Jul 2020","Bethe Correia","Pannie Kianzad","Pannie Kianzad","2.43","1.69","f2","Favourite"
"71","UFC Fight Island 3","Yas Island; 25th Jul 2020","Nathaniel Wood","John Castaneda","Nathaniel Wood","1.24","4.62","f1","Favourite"
"72","UFC Fight Island 3","Yas Island; 25th Jul 2020","Ramazan Emeev","Niklas Stolze","Ramazan Emeev","1.26","4.48","f1","Favourite"
"73","UFC Vegas 5","Las Vegas; 1st Aug 2020","Edmen Shahbazyan","Derek Brunson","Derek Brunson","1.29","4.15","f1","Underdog"
"74","UFC Vegas 5","Las Vegas; 1st Aug 2020","Jennifer Maia","Joanne Wood","Jennifer Maia","2.8","1.53","f2","Underdog"
"75","UFC Vegas 5","Las Vegas; 1st Aug 2020","Vicente Luque","Randy Brown","Vicente Luque","1.54","2.8","f1","Favourite"
"76","UFC Vegas 5","Las Vegas; 1st Aug 2020","Lando Vannata","Bobby Green","Bobby Green","1.76","2.35","f1","Underdog"
"77","UFC Vegas 5","Las Vegas; 1st Aug 2020","Jonathan Martinez","Frankie Saenz","Jonathan Martinez","1.42","3.15","f1","Favourite"
"78","UFC Vegas 5","Las Vegas; 1st Aug 2020","Johnny Munoz","Nathan Maness","Nathan Maness","2","1.93","f2","Favourite"
"79","UFC Vegas 5","Las Vegas; 1st Aug 2020","Jamall Emmers","Vince Cachero","Jamall Emmers","1.22","5.15","f1","Favourite"
"80","UFC Vegas 6","Las Vegas; 8th Aug 2020","Derrick Lewis","Aleksei Oleinik","Derrick Lewis","1.52","2.8","f1","Favourite"
"81","UFC Vegas 6","Las Vegas; 8th Aug 2020","Chris Weidman","Omari Akhmedov","Chris Weidman","1.71","2.38","f1","Favourite"
"82","UFC Vegas 6","Las Vegas; 8th Aug 2020","Darren Stewart","Maki Pitolo","Darren Stewart","1.57","2.69","f1","Favourite"
"83","UFC Vegas 6","Las Vegas; 8th Aug 2020","Yana Santos","Julija Stoliarenko","Yana Santos","1.65","2.45","f1","Favourite"
"84","UFC Vegas 6","Las Vegas; 8th Aug 2020","Beneil Dariush","Scott Holtzman","Beneil Dariush","1.51","3.1","f1","Favourite"
"85","UFC Vegas 6","Las Vegas; 8th Aug 2020","Laureano Staropoli","Tim Means","Tim Means","1.7","2.4","f1","Underdog"
"86","UFC Vegas 6","Las Vegas; 8th Aug 2020","Kevin Holland","Joaquin Buckley","Kevin Holland","1.23","4.94","f1","Favourite"
"87","UFC Vegas 6","Las Vegas; 8th Aug 2020","Nasrat Haqparast","Alex Munoz","Nasrat Haqparast","1.43","3.36","f1","Favourite"
"88","UFC Vegas 6","Las Vegas; 8th Aug 2020","Wellington Turman","Andrew Sanchez","Andrew Sanchez","1.87","2.2","f1","Underdog"
"89","UFC Vegas 6","Las Vegas; 8th Aug 2020","Justin Jaynes","Gavin Tucker","Gavin Tucker","2.15","1.92","f2","Favourite"
"90","UFC Vegas 6","Las Vegas; 8th Aug 2020","Peter Barrett","Youssef Zalal","Youssef Zalal","5.45","1.2","f2","Favourite"
"91","UFC Vegas 6","Las Vegas; 8th Aug 2020","Irwin Rivera","Ali Al Qaisi","Irwin Rivera","1.67","2.5","f1","Favourite"
"92","UFC 252","Las Vegas; 15th Aug 2020","Stipe Miocic","Daniel Cormier","Stipe Miocic","2.12","1.93","f2","Underdog"
"93","UFC 252","Las Vegas; 15th Aug 2020","Sean O'Malley","Marlon Vera","Marlon Vera","1.36","3.5","f1","Underdog"
"94","UFC 252","Las Vegas; 15th Aug 2020","Junior dos Santos","Jairzinho Rozenstruik","Jairzinho Rozenstruik","2.28","1.8","f2","Favourite"
"95","UFC 252","Las Vegas; 15th Aug 2020","Herbert Burns","Daniel Pineda","Daniel Pineda","1.38","3.52","f1","Underdog"
"96","UFC 252","Las Vegas; 15th Aug 2020","John Dodson","Merab Dvalishvili","Merab Dvalishvili","3.46","1.38","f2","Favourite"
"97","UFC 252","Las Vegas; 15th Aug 2020","Jim Miller","Vinc Pichel","Vinc Pichel","2.13","1.83","f2","Favourite"
"98","UFC 252","Las Vegas; 15th Aug 2020","Felice Herrig","Virna Jandiroba","Virna Jandiroba","3.75","1.35","f2","Favourite"
"99","UFC 252","Las Vegas; 15th Aug 2020","T.J. Brown","Danny Chavez","Danny Chavez","1.76","2.3","f1","Underdog"
"100","UFC 252","Las Vegas; 15th Aug 2020","Livia Renata Souza","Ashley Yoder","Livia Renata Souza","1.55","2.8","f1","Favourite"
"101","UFC 252","Las Vegas; 15th Aug 2020","Chris Daukaus","Parker Porter","Chris Daukaus","2","2.13","f1","Favourite"
"102","UFC 252","Las Vegas; 15th Aug 2020","Kai Kamaka","Tony Kelley","Kai Kamaka","1.43","3.31","f1","Favourite"
"103","UFC Vegas 7","Las Vegas; 22nd Aug 2020","Pedro Munhoz","Frankie Edgar","Frankie Edgar","1.42","3.31","f1","Underdog"
"104","UFC Vegas 7","Las Vegas; 22nd Aug 2020","Mike Rodriguez","Marcin Prachnio","Mike Rodriguez","1.48","3.06","f1","Favourite"
"105","UFC Vegas 7","Las Vegas; 22nd Aug 2020","Austin Hubbard","Joe Solecki","Joe Solecki","1.87","2.1","f1","Underdog"
"106","UFC Vegas 7","Las Vegas; 22nd Aug 2020","Mariya Agapova","Shana Dobson","Shana Dobson","1.1","10.71","f1","Underdog"
"107","UFC Vegas 7","Las Vegas; 22nd Aug 2020","Dwight Grant","Daniel Rodriguez","Daniel Rodriguez","2.75","1.55","f2","Favourite"
"108","UFC Vegas 7","Las Vegas; 22nd Aug 2020","Mizuki Inoue","Amanda Lemos","Amanda Lemos","1.65","2.38","f1","Underdog"
"109","UFC Vegas 7","Las Vegas; 22nd Aug 2020","Ike Villanueva","Jordan Wright","Jordan Wright","2.05","1.93","f2","Favourite"
"110","UFC Vegas 7","Las Vegas; 22nd Aug 2020","Matt Semelsberger","Carlton Minus","Matt Semelsberger","Infinity","Infinity","f1","Favourite"
"111","UFC Vegas 7","Las Vegas; 22nd Aug 2020","Timur Valiev","Trevin Jones","Trevin Jones","1.18","10.24","f1","Underdog"
"112","UFC Fight Night 182","Las Vegas; 29th Aug 2020","Anthony Smith","Aleksandar Rakic","Aleksandar Rakic","3.25","1.43","f2","Favourite"
"113","UFC Fight Night 182","Las Vegas; 29th Aug 2020","Robbie Lawler","Neil Magny","Neil Magny","3.12","1.44","f2","Favourite"
"114","UFC Fight Night 182","Las Vegas; 29th Aug 2020","Alexa Grasso","Ji Yeon Kim","Alexa Grasso","1.39","3.38","f1","Favourite"
"115","UFC Fight Night 182","Las Vegas; 29th Aug 2020","Bill Algeo","Ricardo Lamas","Ricardo Lamas","3.4","1.41","f2","Favourite"
"116","UFC Fight Night 182","Las Vegas; 29th Aug 2020","Impa Kasanganay","Maki Pitolo","Impa Kasanganay","1.72","2.35","f1","Favourite"
"117","UFC Fight Night 182","Las Vegas; 29th Aug 2020","Zak Cummings","Alessio Di Chirico","Zak Cummings","2.2","1.79","f2","Underdog"
"118","UFC Fight Night 182","Las Vegas; 29th Aug 2020","Austin Springer","Alex Caceres","Alex Caceres","2.8","1.54","f2","Favourite"
"119","UFC Fight Night 182","Las Vegas; 29th Aug 2020","Sean Brady","Christian Aguilera","Sean Brady","1.24","4.73","f1","Favourite"
"120","UFC Fight Night 182","Las Vegas; 29th Aug 2020","Polyana Viana","Emily Whitmire","Polyana Viana","2.23","1.77","f2","Underdog"
"121","UFC Fight Night 182","Las Vegas; 29th Aug 2020","Mallory Martin","Hannah Cifers","Mallory Martin","1.34","3.65","f1","Favourite"
"122","UFC Fight Night 183","Las Vegas; 5th Sep 2020","Alistair Overeem","Augusto Sakai","Alistair Overeem","1.64","2.5","f1","Favourite"
"123","UFC Fight Night 183","Las Vegas; 5th Sep 2020","Ovince St Preux","Alonzo Menifield","Ovince St Preux","2.43","1.74","f2","Underdog"
"124","UFC Fight Night 183","Las Vegas; 5th Sep 2020","Michel Pereira","Zelim Imadaev","Michel Pereira","1.74","2.38","f1","Favourite"
"125","UFC Fight Night 183","Las Vegas; 5th Sep 2020","Bartosz Fabinski","Andre Muniz","Andre Muniz","1.71","2.34","f1","Underdog"
"126","UFC Fight Night 183","Las Vegas; 5th Sep 2020","Brian Kelleher","Ray Rodriguez","Brian Kelleher","1.28","4.25","f1","Favourite"
"127","UFC Fight Night 183","Las Vegas; 5th Sep 2020","Montana De La Rosa","Viviane Araujo","Viviane Araujo","2.75","1.54","f2","Favourite"
"128","UFC Fight Night 183","Las Vegas; 5th Sep 2020","Cole Smith","Hunter Azure","Hunter Azure","3.36","1.41","f2","Favourite"
"129","UFC FN - Covington vs Woodley","Las Vegas; 19th Sep 2020","Colby Covington","Tyron Woodley","Colby Covington","1.35","3.9","f1","Favourite"
"130","UFC FN - Covington vs Woodley","Las Vegas; 19th Sep 2020","Khamzat Chimaev","Gerald Meerschaert","Khamzat Chimaev","1.25","4.55","f1","Favourite"
"131","UFC FN - Covington vs Woodley","Las Vegas; 19th Sep 2020","Johnny Walker","Ryan Spann","Johnny Walker","1.83","2.15","f1","Favourite"
"132","UFC FN - Covington vs Woodley","Las Vegas; 19th Sep 2020","Mackenzie Dern","Randa Markos","Mackenzie Dern","1.65","2.47","f1","Favourite"
"133","UFC FN - Covington vs Woodley","Las Vegas; 19th Sep 2020","Kevin Holland","Darren Stewart","Kevin Holland","1.38","3.4","f1","Favourite"
"134","UFC FN - Covington vs Woodley","Las Vegas; 19th Sep 2020","Jordan Espinosa","David Dvorak","David Dvorak","1.97","1.95","f2","Favourite"
"135","UFC FN - Covington vs Woodley","Las Vegas; 19th Sep 2020","Mirsad Bektic","Damon Jackson","Damon Jackson","1.3","4.05","f1","Underdog"
"136","UFC FN - Covington vs Woodley","Las Vegas; 19th Sep 2020","Mayra Bueno Silva","Mara Romero Borella","Mayra Bueno Silva","1.38","3.4","f1","Favourite"
"137","UFC FN - Covington vs Woodley","Las Vegas; 19th Sep 2020","Jessica-Rose Clark","Sarah Alpar","Jessica-Rose Clark","1.5","2.88","f1","Favourite"
"138","UFC FN - Covington vs Woodley","Las Vegas; 19th Sep 2020","Darrick Minner","T.J. Laramie","Darrick Minner","Infinity","Infinity","f1","Favourite"
"139","UFC FN - Covington vs Woodley","Las Vegas; 19th Sep 2020","Journey Newson","Randy Costa","Randy Costa","1.82","2.18","f1","Underdog"
"140","UFC FN - Covington vs Woodley","Las Vegas; 19th Sep 2020","Andre Ewell","Irwin Rivera","Andre Ewell","1.48","3.05","f1","Favourite"
"141","UFC FN - Covington vs Woodley","Las Vegas; 19th Sep 2020","Tyson Nam","Jerome Rivera","Tyson Nam","1.57","2.7","f1","Favourite"
"142","UFC 253","Yas Island; 26th Sep 2020","Israel Adesanya","Paulo Costa","Israel Adesanya","1.59","2.65","f1","Favourite"
"143","UFC 253","Yas Island; 26th Sep 2020","Dominick Reyes","Jan Blachowicz","Jan Blachowicz","1.42","3.3","f1","Underdog"
"144","UFC 253","Yas Island; 26th Sep 2020","Kai Kara-France","Brandon Royval","Brandon Royval","1.53","2.95","f1","Underdog"
"145","UFC 253","Yas Island; 26th Sep 2020","Ketlen Vieira","Sijara Eubanks","Ketlen Vieira","1.53","2.8","f1","Favourite"
"146","UFC 253","Yas Island; 26th Sep 2020","Hakeem Dawodu","Zubaira Tukhugov","Hakeem Dawodu","2.25","1.8","f2","Underdog"
"147","UFC 253","Yas Island; 26th Sep 2020","Brad Riddell","Alex da Silva","Brad Riddell","1.34","3.6","f1","Favourite"
"148","UFC 253","Yas Island; 26th Sep 2020","Diego Sanchez","Jake Matthews","Jake Matthews","6.75","1.16","f2","Favourite"
"149","UFC 253","Yas Island; 26th Sep 2020","Ludovit Klein","Shane Young","Ludovit Klein","1.83","2.1","f1","Favourite"
"150","UFC 253","Yas Island; 26th Sep 2020","William Knight","Aleksa Camur","William Knight","2.5","1.68","f2","Underdog"
"151","UFC 253","Yas Island; 26th Sep 2020","Juan Espino","Jeff Hughes","Juan Espino","1.34","3.65","f1","Favourite"
"152","UFC 253","Yas Island; 26th Sep 2020","Khadis Ibragimov","Danilo Marques","Danilo Marques","1.58","2.62","f1","Underdog"
"153","UFC FN - Holm vs Aldana","Yas Island; 4th Oct 2020","Holly Holm","Irene Aldana","Holly Holm","1.87","2.1","f1","Favourite"
"154","UFC FN - Holm vs Aldana","Yas Island; 4th Oct 2020","Yorgan De Castro","Carlos Felipe","Carlos Felipe","1.45","3.05","f1","Underdog"
"155","UFC FN - Holm vs Aldana","Yas Island; 4th Oct 2020","Germaine de Randamie","Julianna Pena","Germaine de Randamie","1.69","2.35","f1","Favourite"
"156","UFC FN - Holm vs Aldana","Yas Island; 4th Oct 2020","Cameron Else","Kyler Phillips","Kyler Phillips","5.1","1.22","f2","Favourite"
"157","UFC FN - Holm vs Aldana","Yas Island; 4th Oct 2020","Dequan Townsend","Dusko Todorovic","Dusko Todorovic","4.1","1.3","f2","Favourite"
"158","UFC FN - Holm vs Aldana","Yas Island; 4th Oct 2020","Carlos Condit","Court McGee","Carlos Condit","2.1","1.83","f2","Underdog"
"159","UFC FN - Holm vs Aldana","Yas Island; 4th Oct 2020","Jordan Williams","Nassourdine Imavov","Nassourdine Imavov","1.8","2.15","f1","Underdog"
"160","UFC FN - Holm vs Aldana","Yas Island; 4th Oct 2020","Jinh Yu Frey","Loma Lookboonmee","Loma Lookboonmee","2.4","1.67","f2","Favourite"
"161","UFC FN - Holm vs Aldana","Yas Island; 4th Oct 2020","Casey Kenney","Heili Alateng","Casey Kenney","1.32","4","f1","Favourite"
"162","UFC FN - Holm vs Aldana","Yas Island; 4th Oct 2020","Jessin Ayari","Luigi Vendramini","Luigi Vendramini","1.91","2.03","f1","Underdog"
"163","UFC FN - Ortega vs Zombie","Yas Island; 17th Oct 2020","Chan Sung Jung","Brian Ortega","Brian Ortega","1.54","2.75","f1","Underdog"
"164","UFC FN - Ortega vs Zombie","Yas Island; 17th Oct 2020","Katlyn Chookagian","Jessica Andrade","Jessica Andrade","2.45","1.66","f2","Favourite"
"165","UFC FN - Ortega vs Zombie","Yas Island; 17th Oct 2020","Modestas Bukauskas","Jim Crute","Jim Crute","3.6","1.36","f2","Favourite"
"166","UFC FN - Ortega vs Zombie","Yas Island; 17th Oct 2020","Claudio Silva","James Krause","James Krause","2.35","1.74","f2","Favourite"
"167","UFC FN - Ortega vs Zombie","Yas Island; 17th Oct 2020","Thomas Almeida","Jonathan Martinez","Jonathan Martinez","1.83","2.25","f1","Underdog"
"168","UFC FN - Ortega vs Zombie","Yas Island; 17th Oct 2020","Mateusz Gamrot","Guram Kutateladze","Guram Kutateladze","1.34","3.6","f1","Underdog"
"169","UFC FN - Ortega vs Zombie","Yas Island; 17th Oct 2020","Gillian Robertson","Poliana Botelho","Gillian Robertson","1.5","2.85","f1","Favourite"
"170","UFC FN - Ortega vs Zombie","Yas Island; 17th Oct 2020","Jun Yong Park","John Phillips","Jun Yong Park","1.38","3.4","f1","Favourite"
"171","UFC FN - Ortega vs Zombie","Yas Island; 17th Oct 2020","Jamie Mullarkey","Fares Ziam","Fares Ziam","1.81","2.25","f1","Underdog"
"172","UFC FN - Ortega vs Zombie","Yas Island; 17th Oct 2020","Gadzhimurad Antigulov","Maxim Grishin","Maxim Grishin","4.1","1.3","f2","Favourite"
"173","UFC FN - Ortega vs Zombie","Yas Island; 17th Oct 2020","Mark Striegl","Said Nurmagomedov","Said Nurmagomedov","4.35","1.27","f2","Favourite"
"174","UFC 254","Yas Island; 24th Oct 2020","Khabib Nurmagomedov","Justin Gaethje","Khabib Nurmagomedov","1.34","3.79","f1","Favourite"
"175","UFC 254","Yas Island; 24th Oct 2020","Robert Whittaker","Jared Cannonier","Robert Whittaker","1.98","1.93","f2","Underdog"
"176","UFC 254","Yas Island; 24th Oct 2020","Alexander Volkov","Walt Harris","Alexander Volkov","1.59","2.6","f1","Favourite"
"177","UFC 254","Yas Island; 24th Oct 2020","Phil Hawes","Jacob Malkoun","Phil Hawes","1.45","3.08","f1","Favourite"
"178","UFC 254","Yas Island; 24th Oct 2020","Liliya Shakirova","Lauren Murphy","Lauren Murphy","2.8","1.52","f2","Favourite"
"179","UFC 254","Yas Island; 24th Oct 2020","Magomed Ankalaev","Ion Cutelaba","Magomed Ankalaev","1.33","3.75","f1","Favourite"
"180","UFC 254","Yas Island; 24th Oct 2020","Stefan Struve","Tai Tuivasa","Tai Tuivasa","2.05","1.95","f2","Favourite"
"181","UFC 254","Yas Island; 24th Oct 2020","Casey Kenney","Nathaniel Wood","Casey Kenney","1.6","2.54","f1","Favourite"
"182","UFC 254","Yas Island; 24th Oct 2020","Alex Oliveira","Shavkat Rakhmonov","Shavkat Rakhmonov","2.05","1.9","f2","Favourite"
"183","UFC 254","Yas Island; 24th Oct 2020","Liana Jojua","Miranda Maverick","Miranda Maverick","4.5","1.28","f2","Favourite"
"184","UFC 254","Yas Island; 24th Oct 2020","Alexander Yakovlev","Joel Alvarez","Joel Alvarez","2.5","1.62","f2","Favourite"
"185","UFC Vegas 12","Las Vegas; 31st Oct 2020","Anderson Silva","Urijah Hall","Urijah Hall","2.95","1.47","f2","Favourite"
"186","UFC Vegas 12","Las Vegas; 31st Oct 2020","Bryce Mitchell","Andre Fili","Bryce Mitchell","1.81","2.15","f1","Favourite"
"187","UFC Vegas 12","Las Vegas; 31st Oct 2020","Greg Hardy","Maurice Greene","Greg Hardy","1.34","3.67","f1","Favourite"
