"index","Events","Location","Fighter1","Fighter2","Winner","fighter1_odds","fighter2_odds","Favourite","Label"
"485","UFC 267","Abu Dhabi; 30th Oct 2021","Tagir Ulanbekov","Allan Nascimento","Tagir Ulanbekov","1.28","4.2","f1","Favourite"
"486","UFC FN","Las Vegas; 13th Nov 2021","Max Holloway","Yair Rodriguez","Max Holloway","1.18","6","f1","Favourite"
"487","UFC FN","Las Vegas; 13th Nov 2021","Ben Rothwell","Marcos Rogerio de Lima","Marcos Rogerio de Lima","1.67","2.52","f1","Underdog"
"488","UFC FN","Las Vegas; 13th Nov 2021","Felicia Spencer","Leah Letson","Felicia Spencer","1.3","4","f1","Favourite"
"489","UFC FN","Las Vegas; 13th Nov 2021","Miguel Baeza","Kalinn Williams","Kalinn Williams","1.72","2.4","f1","Underdog"
"490","UFC FN","Las Vegas; 13th Nov 2021","Yadong Song","Julio Arce","Yadong Song","1.77","2.25","f1","Favourite"
"491","UFC FN","Las Vegas; 13th Nov 2021","Thiago Moises","Joel Alvarez","Joel Alvarez","1.42","3.35","f1","Underdog"
"492","UFC FN","Las Vegas; 13th Nov 2021","Cynthia Calvillo","Andrea Lee","Andrea Lee","1.87","2.1","f1","Underdog"
"493","UFC FN","Las Vegas; 13th Nov 2021","Sean Woodson","Collin Anglin","Sean Woodson","1.33","4.15","f1","Favourite"
"494","UFC FN","Las Vegas; 13th Nov 2021","Cortney Casey","Liana Jojua","Cortney Casey","1.36","3.9","f1","Favourite"
"495","UFC FN","Las Vegas; 13th Nov 2021","Marc Diakiese","Rafael Alves","Rafael Alves","1.44","3.45","f1","Underdog"
"496","UFC FN","Las Vegas; 13th Nov 2021","Da Woon Jung","Kennedy Nzechukwu","Da Woon Jung","1.85","2.06","f1","Favourite"
"497","UFC FN","Las Vegas; 20th Nov 2021","Miesha Tate","Ketlen Vieira","Ketlen Vieira","2","2.02","f1","Underdog"
"498","UFC FN","Las Vegas; 20th Nov 2021","Michael Chiesa","Sean Brady","Sean Brady","2.7","1.57","f2","Favourite"
"499","UFC FN","Las Vegas; 20th Nov 2021","Joanne Wood","Taila Santos","Taila Santos","4.6","1.28","f2","Favourite"
"500","UFC FN","Las Vegas; 20th Nov 2021","Rani Yahya","Kyung Ho Kang","Rani Yahya","2.07","1.89","f2","Underdog"
"501","UFC FN","Las Vegas; 20th Nov 2021","Adrian Yanez","Davey Grant","Adrian Yanez","1.38","3.45","f1","Favourite"
"502","UFC FN","Las Vegas; 20th Nov 2021","Pat Sabatini","Tucker Lutz","Pat Sabatini","2.15","2","f2","Underdog"
"503","UFC FN","Las Vegas; 20th Nov 2021","Rafa Garcia","Natan Levy","Rafa Garcia","1.91","2","f1","Favourite"
"504","UFC FN","Las Vegas; 20th Nov 2021","Loma Lookboonmee","Lupita Godinez","Lupita Godinez","2.4","1.73","f2","Favourite"
"505","UFC FN","Las Vegas; 20th Nov 2021","Cody Durden","Qileng Aori","Cody Durden","1.65","2.45","f1","Favourite"
"506","UFC FN","Las Vegas; 20th Nov 2021","Yilan Sha","Sean Soriano","Yilan Sha","3.4","1.33","f2","Underdog"
"507","UFC FN","Las Vegas; 20th Nov 2021","Sam Hughes","Luana Pinheiro","Luana Pinheiro","4.5","1.28","f2","Favourite"
"508","UFC Fight Night: Kattar vs. Chikadze","Las Vegas; 15th Jan 2022","Calvin Kattar","Giga Chikadze","Calvin Kattar","2.8","1.45","f2","Underdog"
"509","UFC Fight Night: Kattar vs. Chikadze","Las Vegas; 15th Jan 2022","Chase Sherman","Jake Collier","Jake Collier","2.25","1.74","f2","Favourite"
"510","UFC Fight Night: Kattar vs. Chikadze","Las Vegas; 15th Jan 2022","Brandon Royval","Rogerio Bontorin","Brandon Royval","1.66","2.5","f1","Favourite"
"511","UFC Fight Night: Kattar vs. Chikadze","Las Vegas; 15th Jan 2022","Katlyn Chookagian","Jennifer Maia","Katlyn Chookagian","1.55","3.05","f1","Favourite"
"512","UFC Fight Night: Kattar vs. Chikadze","Las Vegas; 15th Jan 2022","Dakota Bush","Viacheslav Borshchev","Viacheslav Borshchev","2.85","1.53","f2","Favourite"
"513","UFC Fight Night: Kattar vs. Chikadze","Las Vegas; 15th Jan 2022","Joanderson Brito","Bill Algeo","Bill Algeo","1.69","2.45","f1","Underdog"
"514","UFC Fight Night: Kattar vs. Chikadze","Las Vegas; 15th Jan 2022","Joseph Holmes","Jamie Pickett","Jamie Pickett","1.75","2.62","f1","Underdog"
"515","UFC Fight Night: Kattar vs. Chikadze","Las Vegas; 15th Jan 2022","Court McGee","Ramiz Brahimaj","Court McGee","2.08","1.91","f2","Underdog"
"516","UFC Fight Night: Kattar vs. Chikadze","Las Vegas; 15th Jan 2022","Brian Kelleher","Kevin Croom","Brian Kelleher","1.3","4.85","f1","Favourite"
"517","UFC Fight Night: Kattar vs. Chikadze","Las Vegas; 15th Jan 2022","Charles Rosa","T.J. Brown","T.J. Brown","3","1.5","f2","Favourite"
"518","UFC 270","Anaheim; 22nd Jan 2022","Francis Ngannou","Ciryl Gane","Francis Ngannou","2.35","1.75","f2","Underdog"
"519","UFC 270","Anaheim; 22nd Jan 2022","Brandon Moreno","Deiveson Figueiredo","Deiveson Figueiredo","1.56","2.65","f1","Underdog"
"520","UFC 270","Anaheim; 22nd Jan 2022","Michel Pereira","Andre Fialho","Michel Pereira","1.36","3.5","f1","Favourite"
"521","UFC 270","Anaheim; 22nd Jan 2022","Cody Stamann","Said Nurmagomedov","Said Nurmagomedov","2.7","1.59","f2","Favourite"
"522","UFC 270","Anaheim; 22nd Jan 2022","Michael Morales","Trevin Giles","Michael Morales","2.04","1.95","f2","Underdog"
"523","UFC 270","Anaheim; 22nd Jan 2022","Victor Henry","Raoni Barcelos","Victor Henry","5.25","1.22","f2","Underdog"
"524","UFC 270","Anaheim; 22nd Jan 2022","Jack Della Maddalena","Pete Rodriguez","Jack Della Maddalena","1.25","3.9","f1","Favourite"
"525","UFC 270","Anaheim; 22nd Jan 2022","Tony Gravely","Saimon Oliveira","Tony Gravely","1.4","3.35","f1","Favourite"
"526","UFC 270","Anaheim; 22nd Jan 2022","Matt Frevola","Genaro Valdez","Matt Frevola","1.5","2.88","f1","Favourite"
"527","UFC 270","Anaheim; 22nd Jan 2022","Vanessa Demopoulos","Silvana Gomez Juarez","Vanessa Demopoulos","1.67","2.2","f1","Favourite"
"528","UFC 270","Anaheim; 22nd Jan 2022","Kay Hansen","Jasmine Jasudavicius","Jasmine Jasudavicius","1.57","2.75","f1","Underdog"
"529","UFC 271","Houston; 12th Feb 2022","Israel Adesanya","Robert Whittaker","Israel Adesanya","1.36","3.65","f1","Favourite"
"530","UFC 271","Houston; 12th Feb 2022","Derrick Lewis","Tai Tuivasa","Tai Tuivasa","1.62","2.65","f1","Underdog"
"531","UFC 271","Houston; 12th Feb 2022","Derek Brunson","Jared Cannonier","Jared Cannonier","2.5","1.65","f2","Favourite"
"532","UFC 271","Houston; 12th Feb 2022","Alexander Hernandez","Renato Moicano","Renato Moicano","2.5","1.67","f2","Favourite"
"533","UFC 271","Houston; 12th Feb 2022","Bobby Green","Nasrat Haqparast","Bobby Green","1.71","2.4","f1","Favourite"
"534","UFC 271","Houston; 12th Feb 2022","Andrei Arlovski","Jared Vanderaa","Andrei Arlovski","1.69","2.5","f1","Favourite"
"535","UFC 271","Houston; 12th Feb 2022","Roxanne Modafferi","Casey O'Neill","Casey O'Neill","4.3","1.29","f2","Favourite"
"536","UFC 271","Houston; 12th Feb 2022","Kyler Phillips","Marcelo Rojo","Kyler Phillips","1.29","5","f1","Favourite"
"537","UFC 271","Houston; 12th Feb 2022","Carlos Ulberg","Fabio Cherant","Carlos Ulberg","1.5","3.4","f1","Favourite"
"538","UFC 271","Houston; 12th Feb 2022","Ronnie Lawrence","Mana Martinez","Ronnie Lawrence","1.33","3.75","f1","Favourite"
"539","UFC 271","Houston; 12th Feb 2022","AJ Dobson","Jacob Malkoun","Jacob Malkoun","1.98","2.3","f1","Underdog"
"540","UFC 271","Houston; 12th Feb 2022","Douglas Silva de Andrade","Sergey Morozov","Douglas Silva de Andrade","3","1.48","f2","Underdog"
"541","UFC 271","Houston; 12th Feb 2022","Mike Mathetha","Jeremiah Wells","Jeremiah Wells","3","1.45","f2","Favourite"
"542","UFC 271","Houston; 12th Feb 2022","William Knight","Maxim Grishin","Maxim Grishin","2.5","1.62","f2","Favourite"
"543","UFC Fight Night: Green vs. Makhachev","Las Vegas; 26th Feb 2022","Bobby Green","Islam Makhachev","Islam Makhachev","7.6","1.13","f2","Favourite"
"544","UFC Fight Night: Green vs. Makhachev","Las Vegas; 26th Feb 2022","Wellington Turman","Misha Cirkunov","Wellington Turman","2.2","1.69","f2","Underdog"
"545","UFC Fight Night: Green vs. Makhachev","Las Vegas; 26th Feb 2022","Ji Yeon Kim","Priscila Cachoeira","Priscila Cachoeira","1.62","3","f1","Underdog"
"546","UFC Fight Night: Green vs. Makhachev","Las Vegas; 26th Feb 2022","Arman Tsarukyan","Joel Alvarez","Arman Tsarukyan","1.4","2.95","f1","Favourite"
"547","UFC Fight Night: Green vs. Makhachev","Las Vegas; 26th Feb 2022","Gregory Rodrigues","Armen Petrosyan","Armen Petrosyan","1.71","2.65","f1","Underdog"
"548","UFC Fight Night: Green vs. Makhachev","Las Vegas; 26th Feb 2022","Ignacio Bahamondes","Zhu Rong","Ignacio Bahamondes","1.5","3.25","f1","Favourite"
"549","UFC Fight Night: Green vs. Makhachev","Las Vegas; 26th Feb 2022","Josiane Nunes","Ramona Pascual","Josiane Nunes","1.43","2.9","f1","Favourite"
"550","UFC Fight Night: Green vs. Makhachev","Las Vegas; 26th Feb 2022","Terrance McKinney","Fares Ziam","Terrance McKinney","2.25","1.94","f2","Underdog"
"551","UFC Fight Night: Green vs. Makhachev","Las Vegas; 26th Feb 2022","Alejandro Perez","Jonathan Martinez","Jonathan Martinez","3.63","1.44","f2","Favourite"
"552","UFC Fight Night: Green vs. Makhachev","Las Vegas; 26th Feb 2022","Ramiz Brahimaj","Micheal Gillmore","Ramiz Brahimaj","1.29","4.3","f1","Favourite"
"553","UFC Fight Night: Green vs. Makhachev","Las Vegas; 26th Feb 2022","Victor Altamirano","Carlos Hernandez","Carlos Hernandez","2.53","1.95","f2","Favourite"
"554","UFC 272","Las Vegas; 5th Mar 2022","Colby Covington","Jorge Masvidal","Colby Covington","1.33","3.75","f1","Favourite"
"555","UFC 272","Las Vegas; 5th Mar 2022","Renato Moicano","Rafael dos Anjos","Rafael dos Anjos","2.65","1.57","f2","Favourite"
"556","UFC 272","Las Vegas; 5th Mar 2022","Edson Barboza","Bryce Mitchell","Bryce Mitchell","2.54","1.61","f2","Favourite"
"557","UFC 272","Las Vegas; 5th Mar 2022","Kevin Holland","Alex Oliveira","Kevin Holland","1.26","5.25","f1","Favourite"
"558","UFC 272","Las Vegas; 5th Mar 2022","Greg Hardy","Sergey Spivak","Sergey Spivak","2.65","1.6","f2","Favourite"
"559","UFC 272","Las Vegas; 5th Mar 2022","Jalin Turner","Jamie Mullarkey","Jalin Turner","1.67","2.42","f1","Favourite"
"560","UFC 272","Las Vegas; 5th Mar 2022","Marina Alcalde Rodriguez","Yan Xiaonan","Marina Alcalde Rodriguez","1.36","3.6","f1","Favourite"
"561","UFC 272","Las Vegas; 5th Mar 2022","Nick Negumereanu","Kennedy Nzechukwu","Nick Negumereanu","2.25","1.8","f2","Underdog"
"562","UFC 272","Las Vegas; 5th Mar 2022","Mariya Agapova","Maryna Moroz","Maryna Moroz","1.61","2.55","f1","Underdog"
"563","UFC 272","Las Vegas; 5th Mar 2022","Brian Kelleher","Umar Nurmagomedov","Umar Nurmagomedov","8.5","1.11","f2","Favourite"
"564","UFC 272","Las Vegas; 5th Mar 2022","Tim Elliott","Tagir Ulanbekov","Tim Elliott","3","1.44","f2","Underdog"
"565","UFC 272","Las Vegas; 5th Mar 2022","Devonte Smith","Ludovit Klein","Ludovit Klein","1.7","2.33","f1","Underdog"
"566","UFC 272","Las Vegas; 5th Mar 2022","Dustin Jacoby","Michal Oleksiejczuk","Dustin Jacoby","1.51","2.8","f1","Favourite"
"567","UFC Fight Night: Santos vs. Ankalaev","Las Vegas; 12th Mar 2022","Thiago Santos","Magomed Ankalaev","Magomed Ankalaev","6.2","1.16","f2","Favourite"
"568","UFC Fight Night: Santos vs. Ankalaev","Las Vegas; 12th Mar 2022","Marlon Moraes","Yadong Song","Yadong Song","3.5","1.37","f2","Favourite"
"569","UFC Fight Night: Santos vs. Ankalaev","Las Vegas; 12th Mar 2022","Sodiq Yusuff","Alex Caceres","Sodiq Yusuff","1.4","3.4","f1","Favourite"
"570","UFC Fight Night: Santos vs. Ankalaev","Las Vegas; 12th Mar 2022","Khalil Rountree","Karl Roberson","Khalil Rountree","2.37","1.71","f2","Underdog"
"571","UFC Fight Night: Santos vs. Ankalaev","Las Vegas; 12th Mar 2022","Drew Dober","Terrance McKinney","Drew Dober","1.67","2.4","f1","Favourite"
"572","UFC Fight Night: Santos vs. Ankalaev","Las Vegas; 12th Mar 2022","Bruno Silva","Alex Pereira","Alex Pereira","2.88","1.53","f2","Favourite"
"573","UFC Fight Night: Santos vs. Ankalaev","Las Vegas; 12th Mar 2022","Matt Semelsberger","A.J. Fletcher","Matt Semelsberger","1.6","2.72","f1","Favourite"
"574","UFC Fight Night: Santos vs. Ankalaev","Las Vegas; 12th Mar 2022","J.J. Aldrich","Gillian Robertson","J.J. Aldrich","2.15","1.87","f2","Underdog"
"575","UFC Fight Night: Santos vs. Ankalaev","Las Vegas; 12th Mar 2022","Trevin Jones","Javid Basharat","Javid Basharat","2.65","1.63","f2","Favourite"
"576","UFC Fight Night: Santos vs. Ankalaev","Las Vegas; 12th Mar 2022","Damon Jackson","Kamuela Kirk","Damon Jackson","1.9","2.2","f1","Favourite"
"577","UFC Fight Night: Santos vs. Ankalaev","Las Vegas; 12th Mar 2022","Sabina Mazo","Miranda Maverick","Miranda Maverick","4.05","1.31","f2","Favourite"
"578","UFC Fight Night: Santos vs. Ankalaev","Las Vegas; 12th Mar 2022","Dalcha Lungiambula","Cody Brundage","Cody Brundage","1.8","2.3","f1","Underdog"
"579","UFC Fight Night: Santos vs. Ankalaev","Las Vegas; 12th Mar 2022","Guido Cannetti","Kris Moutinho","Guido Cannetti","2.45","1.67","f2","Underdog"
"580","UFC Fight Night: Santos vs. Ankalaev","Las Vegas; 12th Mar 2022","Tafon Nchukwi","Azamat Murzakanov","Azamat Murzakanov","2.87","1.56","f2","Favourite"
"581","UFC Fight Night: Volkov vs. Aspinall","London; 19th Mar 2022","Tom Aspinall","Alexander Volkov","Tom Aspinall","1.85","2.2","f1","Favourite"
"582","UFC Fight Night: Volkov vs. Aspinall","London; 19th Mar 2022","Daniel Hooker","Arnold Allen","Arnold Allen","2","1.97","f2","Favourite"
"583","UFC Fight Night: Volkov vs. Aspinall","London; 19th Mar 2022","Paddy Pimblett","Rodrigo Vargas","Paddy Pimblett","1.18","6.25","f1","Favourite"
"584","UFC Fight Night: Volkov vs. Aspinall","London; 19th Mar 2022","Gunnar Nelson","Takashi Sato","Gunnar Nelson","1.2","6","f1","Favourite"
"585","UFC Fight Night: Volkov vs. Aspinall","London; 19th Mar 2022","Molly McCann","Luana Carolina","Molly McCann","1.71","2.44","f1","Favourite"
"586","UFC Fight Night: Volkov vs. Aspinall","London; 19th Mar 2022","Jai Herbert","Ilia Topuria","Ilia Topuria","5.5","1.18","f2","Favourite"
"587","UFC Fight Night: Volkov vs. Aspinall","London; 19th Mar 2022","Mike Grundy","Makwan Amirkhani","Makwan Amirkhani","1.44","3.55","f1","Underdog"
"588","UFC Fight Night: Volkov vs. Aspinall","London; 19th Mar 2022","Shamil Abdurakhimov","Sergey Pavlovich","Sergey Pavlovich","3.95","1.31","f2","Favourite"
"589","UFC Fight Night: Volkov vs. Aspinall","London; 19th Mar 2022","Nikita Krylov","Paul Craig","Paul Craig","1.53","2.91","f1","Underdog"
"590","UFC Fight Night: Volkov vs. Aspinall","London; 19th Mar 2022","Jack Shore","Timur Valiev","Jack Shore","1.9","2.2","f1","Favourite"
"591","UFC Fight Night: Volkov vs. Aspinall","London; 19th Mar 2022","Elise Reed","Cory McKenna","Elise Reed","3.85","1.36","f2","Underdog"
"592","UFC Fight Night: Volkov vs. Aspinall","London; 19th Mar 2022","Muhammad Mokaev","Cody Durden","Muhammad Mokaev","1.2","5.5","f1","Favourite"
"593","UFC 273","Jacksonville; 9th Apr 2022","Alex Volkanovski","Chan Sung Jung","Alex Volkanovski","1.18","6","f1","Favourite"
"594","UFC 273","Jacksonville; 9th Apr 2022","Aljamain Sterling","Petr Yan","Aljamain Sterling","4.5","1.27","f2","Underdog"
"595","UFC 273","Jacksonville; 9th Apr 2022","Gilbert Burns","Khamzat Chimaev","Khamzat Chimaev","5.25","1.2","f2","Favourite"
"596","UFC 273","Jacksonville; 9th Apr 2022","Mackenzie Dern","Tecia Pennington","Mackenzie Dern","1.87","2.1","f1","Favourite"
"597","UFC 273","Jacksonville; 9th Apr 2022","Vinc Pichel","Mark O. Madsen","Mark O. Madsen","1.95","2.12","f1","Underdog"
"598","UFC 273","Jacksonville; 9th Apr 2022","Ian Garry","Darian Weeks","Ian Garry","1.28","4.75","f1","Favourite"
"599","UFC 273","Jacksonville; 9th Apr 2022","Josh Fremd","Anthony Hernandez","Anthony Hernandez","2.65","1.58","f2","Favourite"
"600","UFC 273","Jacksonville; 9th Apr 2022","Raquel Pennington","Aspen Ladd","Raquel Pennington","1.65","2.5","f1","Favourite"
"601","UFC 273","Jacksonville; 9th Apr 2022","Mickey Gall","Mike Malott","Mike Malott","2.5","1.65","f2","Favourite"
"602","UFC 273","Jacksonville; 9th Apr 2022","Jared Vanderaa","Aleksei Oleinik","Aleksei Oleinik","1.77","2.35","f1","Underdog"
"603","UFC 273","Jacksonville; 9th Apr 2022","Kay Hansen","Piera Rodriguez","Piera Rodriguez","2.1","1.86","f2","Favourite"
"604","UFC 273","Jacksonville; 9th Apr 2022","Julio Arce","Daniel Santos","Julio Arce","1.57","2.9","f1","Favourite"
"605","UFC Fight Night: Luque vs. Muhammad II","Las Vegas; 16th Apr 2022","Vicente Luque","Belal Muhammad","Belal Muhammad","1.62","2.7","f1","Underdog"
"606","UFC Fight Night: Luque vs. Muhammad II","Las Vegas; 16th Apr 2022","Caio Borralho","Gadzhi Omargadzhiev","Caio Borralho","2.1","1.83","f2","Underdog"
"607","UFC Fight Night: Luque vs. Muhammad II","Las Vegas; 16th Apr 2022","Miguel Baeza","Andre Fialho","Andre Fialho","1.62","2.62","f1","Underdog"
"608","UFC Fight Night: Luque vs. Muhammad II","Las Vegas; 16th Apr 2022","Mayra Bueno Silva","Yanan Wu","Mayra Bueno Silva","1.21","6","f1","Favourite"
"609","UFC Fight Night: Luque vs. Muhammad II","Las Vegas; 16th Apr 2022","Pat Sabatini","T.J. Laramie","Pat Sabatini","1.2","5.75","f1","Favourite"
"610","UFC Fight Night: Luque vs. Muhammad II","Las Vegas; 16th Apr 2022","Ange Loosa","Mounir Lazzez","Mounir Lazzez","2.8","1.53","f2","Favourite"
"611","UFC Fight Night: Luque vs. Muhammad II","Las Vegas; 16th Apr 2022","Devin Clark","William Knight","Devin Clark","1.61","2.6","f1","Favourite"
"612","UFC Fight Night: Luque vs. Muhammad II","Las Vegas; 16th Apr 2022","Lina Lansberg","Pannie Kianzad","Pannie Kianzad","5.5","1.24","f2","Favourite"
"613","UFC Fight Night: Luque vs. Muhammad II","Las Vegas; 16th Apr 2022","Drakkar Klose","Brandon Jenkins","Drakkar Klose","1.19","6","f1","Favourite"
"614","UFC Fight Night: Luque vs. Muhammad II","Las Vegas; 16th Apr 2022","Jesse Ronson","Rafa Garcia","Rafa Garcia","1.81","2.4","f1","Underdog"
"615","UFC Fight Night: Luque vs. Muhammad II","Las Vegas; 16th Apr 2022","Chris Barnett","Martin Buday","Martin Buday","3.8","1.4","f2","Favourite"
"616","UFC Fight Night: Luque vs. Muhammad II","Las Vegas; 16th Apr 2022","Jordan Leavitt","Trey Ogden","Jordan Leavitt","Infinity","Infinity","f1","Favourite"
"617","UFC Fight Night: Luque vs. Muhammad II","Las Vegas; 16th Apr 2022","Sam Hughes","Istela Nunes","Sam Hughes","3.2","1.44","f2","Underdog"
"618","UFC Fight Night: Luque vs. Muhammad II","Las Vegas; 16th Apr 2022","Heili Alateng","Kevin Croom","Heili Alateng","1.61","2.55","f1","Favourite"
"619","UFC Fight Night: Błachowicz vs. Rakić","Las Vegas; 14th May 2022","Jan Blachowicz","Aleksandar Rakic","Jan Blachowicz","2.75","1.49","f2","Underdog"
"620","UFC Fight Night: Błachowicz vs. Rakić","Las Vegas; 14th May 2022","Ryan Spann","Ion Cutelaba","Ryan Spann","3.15","1.39","f2","Underdog"
"621","UFC Fight Night: Błachowicz vs. Rakić","Las Vegas; 14th May 2022","Louis Smolka","Davey Grant","Davey Grant","3.45","1.36","f2","Favourite"
"622","UFC Fight Night: Błachowicz vs. Rakić","Las Vegas; 14th May 2022","Katlyn Chookagian","Amanda Ribas","Katlyn Chookagian","1.58","2.65","f1","Favourite"
"623","UFC Fight Night: Błachowicz vs. Rakić","Las Vegas; 14th May 2022","Frank Camacho","Manuel Torres","Manuel Torres","2.15","1.8","f2","Favourite"
"624","UFC Fight Night: Błachowicz vs. Rakić","Las Vegas; 14th May 2022","Jake Hadley","Allan Nascimento","Allan Nascimento","1.5","2.8","f1","Underdog"
"625","UFC Fight Night: Błachowicz vs. Rakić","Las Vegas; 14th May 2022","Viviane Araujo","Andrea Lee","Viviane Araujo","2.15","1.82","f2","Underdog"
"626","UFC Fight Night: Błachowicz vs. Rakić","Las Vegas; 14th May 2022","Michael Johnson","Alan Patrick","Michael Johnson","1.68","2.43","f1","Favourite"
"627","UFC Fight Night: Błachowicz vs. Rakić","Las Vegas; 14th May 2022","Virna Jandiroba","Angela Hill","Virna Jandiroba","1.53","2.85","f1","Favourite"
"628","UFC Fight Night: Błachowicz vs. Rakić","Las Vegas; 14th May 2022","Tatsuro Taira","Carlos Candelario","Tatsuro Taira","1.33","3.8","f1","Favourite"
"629","UFC Fight Night: Błachowicz vs. Rakić","Las Vegas; 14th May 2022","Nick Maximov","Andre Petroski","Andre Petroski","1.29","4.7","f1","Underdog"
"630","UFC Fight Night: Holm vs. Vieira","Las Vegas; 21st May 2022","Holly Holm","Ketlen Vieira","Ketlen Vieira","1.45","3","f1","Underdog"
"631","UFC Fight Night: Holm vs. Vieira","Las Vegas; 21st May 2022","Santiago Ponzinibbio","Michel Pereira","Michel Pereira","2.25","1.77","f2","Favourite"
"632","UFC Fight Night: Holm vs. Vieira","Las Vegas; 21st May 2022","Chidi Njokuani","Dusko Todorovic","Chidi Njokuani","Infinity","Infinity","f1","Favourite"
"633","UFC Fight Night: Holm vs. Vieira","Las Vegas; 21st May 2022","Polyana Viana","Tabatha Ricci","Tabatha Ricci","2.15","1.79","f2","Favourite"
"634","UFC Fight Night: Holm vs. Vieira","Las Vegas; 21st May 2022","Eryk Anders","Jun Yong Park","Jun Yong Park","2.75","1.54","f2","Favourite"
"635","UFC Fight Night: Holm vs. Vieira","Las Vegas; 21st May 2022","Alen Amedovski","Joseph Holmes","Joseph Holmes","2.87","1.56","f2","Favourite"
"636","UFC Fight Night: Holm vs. Vieira","Las Vegas; 21st May 2022","Jailton Junior","Parker Porter","Jailton Junior","Infinity","Infinity","f1","Favourite"
"637","UFC Fight Night: Holm vs. Vieira","Las Vegas; 21st May 2022","Omar Morales","Uros Medic","Uros Medic","1.8","2.25","f1","Underdog"
"638","UFC Fight Night: Holm vs. Vieira","Las Vegas; 21st May 2022","Jonathan Martinez","Vincent Morales","Jonathan Martinez","1.41","3.3","f1","Favourite"
"639","UFC Fight Night: Holm vs. Vieira","Las Vegas; 21st May 2022","Chase Hooper","Felipe Colares","Chase Hooper","2.62","1.71","f2","Underdog"
"640","UFC Fight Night: Holm vs. Vieira","Las Vegas; 21st May 2022","Elise Reed","Sam Hughes","Sam Hughes","1.79","2.32","f1","Underdog"
"641","UFC 275","Kallang; 11th Jun 2022","Glover Teixeira","Jiri Prochazka","Jiri Prochazka","2.88","1.51","f2","Favourite"
"642","UFC 275","Kallang; 11th Jun 2022","Valentina Shevchenko","Taila Santos","Valentina Shevchenko","1.2","6.5","f1","Favourite"
"643","UFC 275","Kallang; 11th Jun 2022","Weili Zhang","Joanna Jedrzejczyk","Weili Zhang","1.65","2.5","f1","Favourite"
"644","UFC 275","Kallang; 11th Jun 2022","Andre Fialho","Jake Matthews","Jake Matthews","2.02","2","f2","Favourite"
"645","UFC 275","Kallang; 11th Jun 2022","Jack Della Maddalena","Ramazan Emeev","Jack Della Maddalena","1.59","2.62","f1","Favourite"
"646","UFC 275","Kallang; 11th Jun 2022","Seung Woo Choi","Joshua Culibao","Joshua Culibao","1.48","2.94","f1","Underdog"
"647","UFC 275","Kallang; 11th Jun 2022","Steve Garcia","Hayisaer Maheshate","Hayisaer Maheshate","1.57","2.85","f1","Underdog"
"648","UFC 275","Kallang; 11th Jun 2022","Brendan Allen","Jacob Malkoun","Brendan Allen","1.37","3.6","f1","Favourite"
"649","UFC 275","Kallang; 11th Jun 2022","Kyung Ho Kang","Danaa Batgerel","Kyung Ho Kang","2.1","2.05","f2","Underdog"
"650","UFC 275","Kallang; 11th Jun 2022","Silvana Gomez Juarez","Na Liang","Silvana Gomez Juarez","2.1","1.9","f2","Underdog"
"651","UFC 275","Kallang; 11th Jun 2022","Joselyne Edwards","Ramona Pascual","Joselyne Edwards","1.61","2.5","f1","Favourite"
"652","UFC Fight Night: Kattar vs. Emmett","Austin; 18th Jun 2022","Calvin Kattar","Josh Emmett","Josh Emmett","1.42","3.35","f1","Underdog"
"653","UFC Fight Night: Kattar vs. Emmett","Austin; 18th Jun 2022","Tim Means","Kevin Holland","Kevin Holland","3.85","1.32","f2","Favourite"
"654","UFC Fight Night: Kattar vs. Emmett","Austin; 18th Jun 2022","Joaquin Buckley","Albert Duraev","Joaquin Buckley","2.95","1.5","f2","Underdog"
"655","UFC Fight Night: Kattar vs. Emmett","Austin; 18th Jun 2022","Damir Ismagulov","Guram Kutateladze","Damir Ismagulov","1.51","2.9","f1","Favourite"
"656","UFC Fight Night: Kattar vs. Emmett","Austin; 18th Jun 2022","Julian Marquez","Gregory Rodrigues","Gregory Rodrigues","2.5","1.65","f2","Favourite"
"657","UFC Fight Night: Kattar vs. Emmett","Austin; 18th Jun 2022","Adrian Yanez","Tony Kelley","Adrian Yanez","1.36","3.7","f1","Favourite"
"658","UFC Fight Night: Kattar vs. Emmett","Austin; 18th Jun 2022","Jasmine Jasudavicius","Natalia Cristina da Silva","Natalia Cristina da Silva","1.42","3.2","f1","Underdog"
"659","UFC Fight Night: Kattar vs. Emmett","Austin; 18th Jun 2022","Jeremiah Wells","Court McGee","Jeremiah Wells","2","3.05","f1","Favourite"
"660","UFC Fight Night: Kattar vs. Emmett","Austin; 18th Jun 2022","Ricardo Ramos","Danny Chavez","Ricardo Ramos","1.34","3.85","f1","Favourite"
"661","UFC Fight Night: Kattar vs. Emmett","Austin; 18th Jun 2022","Gloria de Paula","Maria Oliveira","Maria Oliveira","1.39","3.6","f1","Underdog"
"662","UFC Fight Night: Kattar vs. Emmett","Austin; 18th Jun 2022","Cody Stamann","Eddie Wineland","Cody Stamann","1.17","7","f1","Favourite"
"663","UFC Fight Night: Kattar vs. Emmett","Austin; 18th Jun 2022","Phil Hawes","Deron Winn","Phil Hawes","1.4","3.3","f1","Favourite"
"664","UFC Fight Night: Kattar vs. Emmett","Austin; 18th Jun 2022","Kyle Daukaus","Roman Dolidze","Roman Dolidze","1.42","3.4","f1","Underdog"
