Events,Location,Fighter1,Fighter2,Winner,fighter1_odds,fighter2_odds,Favourite,Label
UFC Fight Night 175,Las Vegas; 27th Jun 2020,Dustin Poirier,Daniel Hooker,Dustin Poirier,1.47,2.95,f1,Favourite
UFC Fight Night 175,Las Vegas; 27th Jun 2020,Mike Perry,Mickey Gall,Mike Perry,1.32,3.8,f1,Favourite
UFC Fight Night 175,Las Vegas; 27th Jun 2020,Gian Villante,Maurice Greene,Maurice Greene,3.18,1.48,f2,Favourite
UFC Fight Night 175,Las Vegas; 27th Jun 2020,Kyle Daukaus,Brendan Allen,Brendan Allen,3.65,1.34,f2,Favourite
UFC Fight Night 175,Las Vegas; 27th Jun 2020,Takashi Sato,Jason Witt,Takashi Sato,1.41,3.35,f1,Favourite
UFC Fight Night 175,Las Vegas; 27th Jun 2020,Sean Woodson,Julian Erosa,Julian Erosa,1.2,5.35,f1,Underdog
UFC Fight Night 175,Las Vegas; 27th Jun 2020,Luis Pena,Khama Worthy,Khama Worthy,1.44,3.25,f1,Underdog
UFC Fight Night 175,Las Vegas; 27th Jun 2020,Philipe Lins,Tanner Boser,Tanner Boser,1.91,2.05,f1,Underdog
UFC Fight Night 175,Las Vegas; 27th Jun 2020,Jinh Yu Frey,Kay Hansen,Kay Hansen,2.75,1.59,f2,Favourite
UFC Fight Night 175,Las Vegas; 27th Jun 2020,Jordan Griffin,Youssef Zalal,Youssef Zalal,2.16,1.83,f2,Favourite
UFC 251,Yas Island; 11th Jul 2020,Kamaru Usman,Jorge Masvidal,Kamaru Usman,1.48,3.31,f1,Favourite
UFC 251,Yas Island; 11th Jul 2020,Alex Volkanovski,Max Holloway,Alex Volkanovski,1.5,2.94,f1,Favourite
UFC 251,Yas Island; 11th Jul 2020,Petr Yan,Jose Aldo,Petr Yan,1.49,3.0,f1,Favourite
UFC 251,Yas Island; 11th Jul 2020,Rose Namajunas,Jessica Andrade,Rose Namajunas,1.53,2.86,f1,Favourite
UFC 251,Yas Island; 11th Jul 2020,Paige VanZant,Amanda Ribas,Amanda Ribas,7.75,1.17,f2,Favourite
UFC 251,Yas Island; 11th Jul 2020,Volkan Oezdemir,Jiri Prochazka,Jiri Prochazka,1.68,2.35,f1,Underdog
UFC 251,Yas Island; 11th Jul 2020,Elizeu Zaleski dos Santos,Muslim Salikhov,Muslim Salikhov,2.18,1.81,f2,Favourite
UFC 251,Yas Island; 11th Jul 2020,Danny Henry,Makwan Amirkhani,Makwan Amirkhani,2.8,1.53,f2,Favourite
UFC 251,Yas Island; 11th Jul 2020,Leonardo Santos,Roman Bogatov,Leonardo Santos,1.6,2.6,f1,Favourite
UFC 251,Yas Island; 11th Jul 2020,Marcin Tybura,Maxim Grishin,Marcin Tybura,1.95,1.98,f1,Favourite
UFC 251,Yas Island; 11th Jul 2020,Raulian Paiva,Zhalgas Zhumagulov,Raulian Paiva,1.6,2.53,f1,Favourite
UFC 251,Yas Island; 11th Jul 2020,Vanessa Melo,Karol Rosa,Karol Rosa,3.11,1.44,f2,Favourite
UFC 251,Yas Island; 11th Jul 2020,Martin Day,Davey Grant,Davey Grant,1.64,2.6,f1,Underdog
UFC Fight Island 1,Yas Island; 15th Jul 2020,Calvin Kattar,Dan Ige,Calvin Kattar,1.38,3.5,f1,Favourite
UFC Fight Island 1,Yas Island; 15th Jul 2020,Tim Elliott,Ryan Benoit,Tim Elliott,1.8,2.25,f1,Favourite
UFC Fight Island 1,Yas Island; 15th Jul 2020,Jimmie Rivera,Cody Stamann,Jimmie Rivera,1.8,2.2,f1,Favourite
UFC Fight Island 1,Yas Island; 15th Jul 2020,Molly McCann,Taila Santos,Taila Santos,1.7,2.33,f1,Underdog
UFC Fight Island 1,Yas Island; 15th Jul 2020,Abdul Razak Alhassan,Mounir Lazzez,Mounir Lazzez,1.32,3.85,f1,Underdog
UFC Fight Island 1,Yas Island; 15th Jul 2020,John Phillips,Khamzat Chimaev,Khamzat Chimaev,4.09,1.29,f2,Favourite
UFC Fight Island 1,Yas Island; 15th Jul 2020,Ricardo Ramos,Lerone Murphy,Lerone Murphy,1.67,2.47,f1,Underdog
UFC Fight Island 1,Yas Island; 15th Jul 2020,Modestas Bukauskas,Andreas Michailidis,Modestas Bukauskas,1.61,2.55,f1,Favourite
UFC Fight Island 1,Yas Island; 15th Jul 2020,Jared Gordon,Chris Fishgold,Jared Gordon,1.71,2.35,f1,Favourite
UFC Fight Island 1,Yas Island; 15th Jul 2020,Liana Jojua,Diana Belbita,Liana Jojua,2.65,1.57,f2,Underdog
UFC Fight Island 1,Yas Island; 15th Jul 2020,Jack Shore,Aaron Phillips,Jack Shore,1.14,6.8,f1,Favourite
UFC Fight Island 2,Yas Island; 18th Jul 2020,Deiveson Figueiredo,Joseph Benavidez,Deiveson Figueiredo,1.44,3.05,f1,Favourite
UFC Fight Island 2,Yas Island; 18th Jul 2020,Jack Hermansson,Kelvin Gastelum,Jack Hermansson,1.98,2.0,f1,Favourite
UFC Fight Island 2,Yas Island; 18th Jul 2020,Marc Diakiese,Rafael Fiziev,Rafael Fiziev,1.57,2.86,f1,Underdog
UFC Fight Island 2,Yas Island; 18th Jul 2020,Ariane da Silva,Luana Carolina,Ariane da Silva,1.9,2.15,f1,Favourite
UFC Fight Island 2,Yas Island; 18th Jul 2020,Alexandre Pantoja,Askar Askarov,Askar Askarov,1.57,2.8,f1,Underdog
UFC Fight Island 2,Yas Island; 18th Jul 2020,Khadis Ibragimov,Roman Dolidze,Roman Dolidze,2.45,1.68,f2,Favourite
UFC Fight Island 2,Yas Island; 18th Jul 2020,Grant Dawson,Nad Narimani,Grant Dawson,1.36,3.63,f1,Favourite
UFC Fight Island 2,Yas Island; 18th Jul 2020,Joseph Duffy,Joel Alvarez,Joel Alvarez,1.42,3.3,f1,Underdog
UFC Fight Island 2,Yas Island; 18th Jul 2020,Brett Johns,Montel Jackson,Brett Johns,3.41,1.4,f2,Underdog
UFC Fight Island 2,Yas Island; 18th Jul 2020,Amir Albazi,Malcolm Gordon,Amir Albazi,1.76,2.34,f1,Favourite
UFC Fight Island 2,Yas Island; 18th Jul 2020,Davi Ramos,Arman Tsarukyan,Arman Tsarukyan,3.26,1.45,f2,Favourite
UFC Fight Island 2,Yas Island; 18th Jul 2020,Carlos Felipe,Sergey Spivak,Sergey Spivak,2.75,1.57,f2,Favourite
UFC Fight Island 3,Yas Island; 25th Jul 2020,Robert Whittaker,Darren Till,Robert Whittaker,1.79,2.15,f1,Favourite
UFC Fight Island 3,Yas Island; 25th Jul 2020,Mauricio Rua,Rogerio Nogueira,Mauricio Rua,1.56,2.7,f1,Favourite
UFC Fight Island 3,Yas Island; 25th Jul 2020,Alexander Gustafsson,Fabricio Werdum,Fabricio Werdum,1.3,3.94,f1,Underdog
UFC Fight Island 3,Yas Island; 25th Jul 2020,Marina Alcalde Rodriguez,Carla Esparza,Carla Esparza,1.59,2.58,f1,Underdog
UFC Fight Island 3,Yas Island; 25th Jul 2020,Paul Craig,Gadzhimurad Antigulov,Paul Craig,1.8,2.18,f1,Favourite
UFC Fight Island 3,Yas Island; 25th Jul 2020,Peter Sobotta,Alex Oliveira,Alex Oliveira,2.5,1.64,f2,Favourite
UFC Fight Island 3,Yas Island; 25th Jul 2020,Khamzat Chimaev,Rhys McKee,Khamzat Chimaev,1.09,10.0,f1,Favourite
UFC Fight Island 3,Yas Island; 25th Jul 2020,Francisco Trinaldo,Jai Herbert,Francisco Trinaldo,1.79,2.3,f1,Favourite
UFC Fight Island 3,Yas Island; 25th Jul 2020,Nicolas Dalby,Jesse Ronson,Jesse Ronson,1.43,3.25,f1,Underdog
UFC Fight Island 3,Yas Island; 25th Jul 2020,Jake Collier,Tom Aspinall,Tom Aspinall,3.06,1.45,f2,Favourite
UFC Fight Island 3,Yas Island; 25th Jul 2020,Mike Grundy,Movsar Evloev,Movsar Evloev,2.74,1.56,f2,Favourite
UFC Fight Island 3,Yas Island; 25th Jul 2020,Tanner Boser,Raphael Pessoa,Tanner Boser,1.4,3.36,f1,Favourite
UFC Fight Island 3,Yas Island; 25th Jul 2020,Bethe Correia,Pannie Kianzad,Pannie Kianzad,2.43,1.69,f2,Favourite
UFC Fight Island 3,Yas Island; 25th Jul 2020,Nathaniel Wood,John Castaneda,Nathaniel Wood,1.24,4.62,f1,Favourite
UFC Fight Island 3,Yas Island; 25th Jul 2020,Ramazan Emeev,Niklas Stolze,Ramazan Emeev,1.26,4.48,f1,Favourite
UFC Vegas 5,Las Vegas; 1st Aug 2020,Edmen Shahbazyan,Derek Brunson,Derek Brunson,1.29,4.15,f1,Underdog
UFC Vegas 5,Las Vegas; 1st Aug 2020,Jennifer Maia,Joanne Wood,Jennifer Maia,2.8,1.53,f2,Underdog
UFC Vegas 5,Las Vegas; 1st Aug 2020,Vicente Luque,Randy Brown,Vicente Luque,1.54,2.8,f1,Favourite
UFC Vegas 5,Las Vegas; 1st Aug 2020,Lando Vannata,Bobby Green,Bobby Green,1.76,2.35,f1,Underdog
UFC Vegas 5,Las Vegas; 1st Aug 2020,Jonathan Martinez,Frankie Saenz,Jonathan Martinez,1.42,3.15,f1,Favourite
UFC Vegas 5,Las Vegas; 1st Aug 2020,Johnny Munoz,Nathan Maness,Nathan Maness,2.0,1.93,f2,Favourite
UFC Vegas 5,Las Vegas; 1st Aug 2020,Jamall Emmers,Vince Cachero,Jamall Emmers,1.22,5.15,f1,Favourite
UFC Vegas 6,Las Vegas; 8th Aug 2020,Derrick Lewis,Aleksei Oleinik,Derrick Lewis,1.52,2.8,f1,Favourite
UFC Vegas 6,Las Vegas; 8th Aug 2020,Chris Weidman,Omari Akhmedov,Chris Weidman,1.71,2.38,f1,Favourite
UFC Vegas 6,Las Vegas; 8th Aug 2020,Darren Stewart,Maki Pitolo,Darren Stewart,1.57,2.69,f1,Favourite
UFC Vegas 6,Las Vegas; 8th Aug 2020,Yana Santos,Julija Stoliarenko,Yana Santos,1.65,2.45,f1,Favourite
UFC Vegas 6,Las Vegas; 8th Aug 2020,Beneil Dariush,Scott Holtzman,Beneil Dariush,1.51,3.1,f1,Favourite
UFC Vegas 6,Las Vegas; 8th Aug 2020,Laureano Staropoli,Tim Means,Tim Means,1.7,2.4,f1,Underdog
UFC Vegas 6,Las Vegas; 8th Aug 2020,Kevin Holland,Joaquin Buckley,Kevin Holland,1.23,4.94,f1,Favourite
UFC Vegas 6,Las Vegas; 8th Aug 2020,Nasrat Haqparast,Alex Munoz,Nasrat Haqparast,1.43,3.36,f1,Favourite
UFC Vegas 6,Las Vegas; 8th Aug 2020,Wellington Turman,Andrew Sanchez,Andrew Sanchez,1.87,2.2,f1,Underdog
UFC Vegas 6,Las Vegas; 8th Aug 2020,Justin Jaynes,Gavin Tucker,Gavin Tucker,2.15,1.92,f2,Favourite
UFC Vegas 6,Las Vegas; 8th Aug 2020,Peter Barrett,Youssef Zalal,Youssef Zalal,5.45,1.2,f2,Favourite
UFC Vegas 6,Las Vegas; 8th Aug 2020,Irwin Rivera,Ali Al Qaisi,Irwin Rivera,1.67,2.5,f1,Favourite
UFC 252,Las Vegas; 15th Aug 2020,Stipe Miocic,Daniel Cormier,Stipe Miocic,2.12,1.93,f2,Underdog
UFC 252,Las Vegas; 15th Aug 2020,Sean O'Malley,Marlon Vera,Marlon Vera,1.36,3.5,f1,Underdog
UFC 252,Las Vegas; 15th Aug 2020,Junior dos Santos,Jairzinho Rozenstruik,Jairzinho Rozenstruik,2.28,1.8,f2,Favourite
UFC 252,Las Vegas; 15th Aug 2020,Herbert Burns,Daniel Pineda,Daniel Pineda,1.38,3.52,f1,Underdog
UFC 252,Las Vegas; 15th Aug 2020,John Dodson,Merab Dvalishvili,Merab Dvalishvili,3.46,1.38,f2,Favourite
UFC 252,Las Vegas; 15th Aug 2020,Jim Miller,Vinc Pichel,Vinc Pichel,2.13,1.83,f2,Favourite
UFC 252,Las Vegas; 15th Aug 2020,Felice Herrig,Virna Jandiroba,Virna Jandiroba,3.75,1.35,f2,Favourite
UFC 252,Las Vegas; 15th Aug 2020,T.J. Brown,Danny Chavez,Danny Chavez,1.76,2.3,f1,Underdog
UFC 252,Las Vegas; 15th Aug 2020,Livia Renata Souza,Ashley Yoder,Livia Renata Souza,1.55,2.8,f1,Favourite
UFC 252,Las Vegas; 15th Aug 2020,Chris Daukaus,Parker Porter,Chris Daukaus,2.0,2.13,f1,Favourite
UFC 252,Las Vegas; 15th Aug 2020,Kai Kamaka,Tony Kelley,Kai Kamaka,1.43,3.31,f1,Favourite
UFC Vegas 7,Las Vegas; 22nd Aug 2020,Pedro Munhoz,Frankie Edgar,Frankie Edgar,1.42,3.31,f1,Underdog
UFC Vegas 7,Las Vegas; 22nd Aug 2020,Mike Rodriguez,Marcin Prachnio,Mike Rodriguez,1.48,3.06,f1,Favourite
UFC Vegas 7,Las Vegas; 22nd Aug 2020,Austin Hubbard,Joe Solecki,Joe Solecki,1.87,2.1,f1,Underdog
UFC Vegas 7,Las Vegas; 22nd Aug 2020,Mariya Agapova,Shana Dobson,Shana Dobson,1.1,10.71,f1,Underdog
UFC Vegas 7,Las Vegas; 22nd Aug 2020,Dwight Grant,Daniel Rodriguez,Daniel Rodriguez,2.75,1.55,f2,Favourite
UFC Vegas 7,Las Vegas; 22nd Aug 2020,Mizuki Inoue,Amanda Lemos,Amanda Lemos,1.65,2.38,f1,Underdog
UFC Vegas 7,Las Vegas; 22nd Aug 2020,Ike Villanueva,Jordan Wright,Jordan Wright,2.05,1.93,f2,Favourite
UFC Vegas 7,Las Vegas; 22nd Aug 2020,Matt Semelsberger,Carlton Minus,Matt Semelsberger,inf,inf,f1,Favourite
UFC Vegas 7,Las Vegas; 22nd Aug 2020,Timur Valiev,Trevin Jones,Trevin Jones,1.18,10.24,f1,Underdog
UFC Fight Night 182,Las Vegas; 29th Aug 2020,Anthony Smith,Aleksandar Rakic,Aleksandar Rakic,3.25,1.43,f2,Favourite
UFC Fight Night 182,Las Vegas; 29th Aug 2020,Robbie Lawler,Neil Magny,Neil Magny,3.12,1.44,f2,Favourite
UFC Fight Night 182,Las Vegas; 29th Aug 2020,Alexa Grasso,Ji Yeon Kim,Alexa Grasso,1.39,3.38,f1,Favourite
UFC Fight Night 182,Las Vegas; 29th Aug 2020,Bill Algeo,Ricardo Lamas,Ricardo Lamas,3.4,1.41,f2,Favourite
UFC Fight Night 182,Las Vegas; 29th Aug 2020,Impa Kasanganay,Maki Pitolo,Impa Kasanganay,1.72,2.35,f1,Favourite
UFC Fight Night 182,Las Vegas; 29th Aug 2020,Zak Cummings,Alessio Di Chirico,Zak Cummings,2.2,1.79,f2,Underdog
UFC Fight Night 182,Las Vegas; 29th Aug 2020,Austin Springer,Alex Caceres,Alex Caceres,2.8,1.54,f2,Favourite
UFC Fight Night 182,Las Vegas; 29th Aug 2020,Sean Brady,Christian Aguilera,Sean Brady,1.24,4.73,f1,Favourite
UFC Fight Night 182,Las Vegas; 29th Aug 2020,Polyana Viana,Emily Whitmire,Polyana Viana,2.23,1.77,f2,Underdog
UFC Fight Night 182,Las Vegas; 29th Aug 2020,Mallory Martin,Hannah Cifers,Mallory Martin,1.34,3.65,f1,Favourite
UFC Fight Night 183,Las Vegas; 5th Sep 2020,Alistair Overeem,Augusto Sakai,Alistair Overeem,1.64,2.5,f1,Favourite
UFC Fight Night 183,Las Vegas; 5th Sep 2020,Ovince St Preux,Alonzo Menifield,Ovince St Preux,2.43,1.74,f2,Underdog
UFC Fight Night 183,Las Vegas; 5th Sep 2020,Michel Pereira,Zelim Imadaev,Michel Pereira,1.74,2.38,f1,Favourite
UFC Fight Night 183,Las Vegas; 5th Sep 2020,Bartosz Fabinski,Andre Muniz,Andre Muniz,1.71,2.34,f1,Underdog
UFC Fight Night 183,Las Vegas; 5th Sep 2020,Brian Kelleher,Ray Rodriguez,Brian Kelleher,1.28,4.25,f1,Favourite
UFC Fight Night 183,Las Vegas; 5th Sep 2020,Montana De La Rosa,Viviane Araujo,Viviane Araujo,2.75,1.54,f2,Favourite
UFC Fight Night 183,Las Vegas; 5th Sep 2020,Cole Smith,Hunter Azure,Hunter Azure,3.36,1.41,f2,Favourite
UFC FN - Covington vs Woodley,Las Vegas; 19th Sep 2020,Colby Covington,Tyron Woodley,Colby Covington,1.35,3.9,f1,Favourite
UFC FN - Covington vs Woodley,Las Vegas; 19th Sep 2020,Khamzat Chimaev,Gerald Meerschaert,Khamzat Chimaev,1.25,4.55,f1,Favourite
UFC FN - Covington vs Woodley,Las Vegas; 19th Sep 2020,Johnny Walker,Ryan Spann,Johnny Walker,1.83,2.15,f1,Favourite
UFC FN - Covington vs Woodley,Las Vegas; 19th Sep 2020,Mackenzie Dern,Randa Markos,Mackenzie Dern,1.65,2.47,f1,Favourite
UFC FN - Covington vs Woodley,Las Vegas; 19th Sep 2020,Kevin Holland,Darren Stewart,Kevin Holland,1.38,3.4,f1,Favourite
UFC FN - Covington vs Woodley,Las Vegas; 19th Sep 2020,Jordan Espinosa,David Dvorak,David Dvorak,1.97,1.95,f2,Favourite
UFC FN - Covington vs Woodley,Las Vegas; 19th Sep 2020,Mirsad Bektic,Damon Jackson,Damon Jackson,1.3,4.05,f1,Underdog
UFC FN - Covington vs Woodley,Las Vegas; 19th Sep 2020,Mayra Bueno Silva,Mara Romero Borella,Mayra Bueno Silva,1.38,3.4,f1,Favourite
UFC FN - Covington vs Woodley,Las Vegas; 19th Sep 2020,Jessica-Rose Clark,Sarah Alpar,Jessica-Rose Clark,1.5,2.88,f1,Favourite
UFC FN - Covington vs Woodley,Las Vegas; 19th Sep 2020,Darrick Minner,T.J. Laramie,Darrick Minner,inf,inf,f1,Favourite
UFC FN - Covington vs Woodley,Las Vegas; 19th Sep 2020,Journey Newson,Randy Costa,Randy Costa,1.82,2.18,f1,Underdog
UFC FN - Covington vs Woodley,Las Vegas; 19th Sep 2020,Andre Ewell,Irwin Rivera,Andre Ewell,1.48,3.05,f1,Favourite
UFC FN - Covington vs Woodley,Las Vegas; 19th Sep 2020,Tyson Nam,Jerome Rivera,Tyson Nam,1.57,2.7,f1,Favourite
UFC 253,Yas Island; 26th Sep 2020,Israel Adesanya,Paulo Costa,Israel Adesanya,1.59,2.65,f1,Favourite
UFC 253,Yas Island; 26th Sep 2020,Dominick Reyes,Jan Blachowicz,Jan Blachowicz,1.42,3.3,f1,Underdog
UFC 253,Yas Island; 26th Sep 2020,Kai Kara-France,Brandon Royval,Brandon Royval,1.53,2.95,f1,Underdog
UFC 253,Yas Island; 26th Sep 2020,Ketlen Vieira,Sijara Eubanks,Ketlen Vieira,1.53,2.8,f1,Favourite
UFC 253,Yas Island; 26th Sep 2020,Hakeem Dawodu,Zubaira Tukhugov,Hakeem Dawodu,2.25,1.8,f2,Underdog
UFC 253,Yas Island; 26th Sep 2020,Brad Riddell,Alex da Silva,Brad Riddell,1.34,3.6,f1,Favourite
UFC 253,Yas Island; 26th Sep 2020,Diego Sanchez,Jake Matthews,Jake Matthews,6.75,1.16,f2,Favourite
UFC 253,Yas Island; 26th Sep 2020,Ludovit Klein,Shane Young,Ludovit Klein,1.83,2.1,f1,Favourite
UFC 253,Yas Island; 26th Sep 2020,William Knight,Aleksa Camur,William Knight,2.5,1.68,f2,Underdog
UFC 253,Yas Island; 26th Sep 2020,Juan Espino,Jeff Hughes,Juan Espino,1.34,3.65,f1,Favourite
UFC 253,Yas Island; 26th Sep 2020,Khadis Ibragimov,Danilo Marques,Danilo Marques,1.58,2.62,f1,Underdog
UFC FN - Holm vs Aldana,Yas Island; 4th Oct 2020,Holly Holm,Irene Aldana,Holly Holm,1.87,2.1,f1,Favourite
UFC FN - Holm vs Aldana,Yas Island; 4th Oct 2020,Yorgan De Castro,Carlos Felipe,Carlos Felipe,1.45,3.05,f1,Underdog
UFC FN - Holm vs Aldana,Yas Island; 4th Oct 2020,Germaine de Randamie,Julianna Pena,Germaine de Randamie,1.69,2.35,f1,Favourite
UFC FN - Holm vs Aldana,Yas Island; 4th Oct 2020,Cameron Else,Kyler Phillips,Kyler Phillips,5.1,1.22,f2,Favourite
UFC FN - Holm vs Aldana,Yas Island; 4th Oct 2020,Dequan Townsend,Dusko Todorovic,Dusko Todorovic,4.1,1.3,f2,Favourite
UFC FN - Holm vs Aldana,Yas Island; 4th Oct 2020,Carlos Condit,Court McGee,Carlos Condit,2.1,1.83,f2,Underdog
UFC FN - Holm vs Aldana,Yas Island; 4th Oct 2020,Jordan Williams,Nassourdine Imavov,Nassourdine Imavov,1.8,2.15,f1,Underdog
UFC FN - Holm vs Aldana,Yas Island; 4th Oct 2020,Jinh Yu Frey,Loma Lookboonmee,Loma Lookboonmee,2.4,1.67,f2,Favourite
UFC FN - Holm vs Aldana,Yas Island; 4th Oct 2020,Casey Kenney,Heili Alateng,Casey Kenney,1.32,4.0,f1,Favourite
UFC FN - Holm vs Aldana,Yas Island; 4th Oct 2020,Jessin Ayari,Luigi Vendramini,Luigi Vendramini,1.91,2.03,f1,Underdog
UFC FN - Ortega vs Zombie,Yas Island; 17th Oct 2020,Chan Sung Jung,Brian Ortega,Brian Ortega,1.54,2.75,f1,Underdog
UFC FN - Ortega vs Zombie,Yas Island; 17th Oct 2020,Katlyn Chookagian,Jessica Andrade,Jessica Andrade,2.45,1.66,f2,Favourite
UFC FN - Ortega vs Zombie,Yas Island; 17th Oct 2020,Modestas Bukauskas,Jim Crute,Jim Crute,3.6,1.36,f2,Favourite
UFC FN - Ortega vs Zombie,Yas Island; 17th Oct 2020,Claudio Silva,James Krause,James Krause,2.35,1.74,f2,Favourite
UFC FN - Ortega vs Zombie,Yas Island; 17th Oct 2020,Thomas Almeida,Jonathan Martinez,Jonathan Martinez,1.83,2.25,f1,Underdog
UFC FN - Ortega vs Zombie,Yas Island; 17th Oct 2020,Mateusz Gamrot,Guram Kutateladze,Guram Kutateladze,1.34,3.6,f1,Underdog
UFC FN - Ortega vs Zombie,Yas Island; 17th Oct 2020,Gillian Robertson,Poliana Botelho,Gillian Robertson,1.5,2.85,f1,Favourite
UFC FN - Ortega vs Zombie,Yas Island; 17th Oct 2020,Jun Yong Park,John Phillips,Jun Yong Park,1.38,3.4,f1,Favourite
UFC FN - Ortega vs Zombie,Yas Island; 17th Oct 2020,Jamie Mullarkey,Fares Ziam,Fares Ziam,1.81,2.25,f1,Underdog
UFC FN - Ortega vs Zombie,Yas Island; 17th Oct 2020,Gadzhimurad Antigulov,Maxim Grishin,Maxim Grishin,4.1,1.3,f2,Favourite
UFC FN - Ortega vs Zombie,Yas Island; 17th Oct 2020,Mark Striegl,Said Nurmagomedov,Said Nurmagomedov,4.35,1.27,f2,Favourite
UFC 254,Yas Island; 24th Oct 2020,Khabib Nurmagomedov,Justin Gaethje,Khabib Nurmagomedov,1.34,3.79,f1,Favourite
UFC 254,Yas Island; 24th Oct 2020,Robert Whittaker,Jared Cannonier,Robert Whittaker,1.98,1.93,f2,Underdog
UFC 254,Yas Island; 24th Oct 2020,Alexander Volkov,Walt Harris,Alexander Volkov,1.59,2.6,f1,Favourite
UFC 254,Yas Island; 24th Oct 2020,Phil Hawes,Jacob Malkoun,Phil Hawes,1.45,3.08,f1,Favourite
UFC 254,Yas Island; 24th Oct 2020,Liliya Shakirova,Lauren Murphy,Lauren Murphy,2.8,1.52,f2,Favourite
UFC 254,Yas Island; 24th Oct 2020,Magomed Ankalaev,Ion Cutelaba,Magomed Ankalaev,1.33,3.75,f1,Favourite
UFC 254,Yas Island; 24th Oct 2020,Stefan Struve,Tai Tuivasa,Tai Tuivasa,2.05,1.95,f2,Favourite
UFC 254,Yas Island; 24th Oct 2020,Casey Kenney,Nathaniel Wood,Casey Kenney,1.6,2.54,f1,Favourite
UFC 254,Yas Island; 24th Oct 2020,Alex Oliveira,Shavkat Rakhmonov,Shavkat Rakhmonov,2.05,1.9,f2,Favourite
UFC 254,Yas Island; 24th Oct 2020,Liana Jojua,Miranda Maverick,Miranda Maverick,4.5,1.28,f2,Favourite
UFC 254,Yas Island; 24th Oct 2020,Alexander Yakovlev,Joel Alvarez,Joel Alvarez,2.5,1.62,f2,Favourite
UFC Vegas 12,Las Vegas; 31st Oct 2020,Anderson Silva,Urijah Hall,Urijah Hall,2.95,1.47,f2,Favourite
UFC Vegas 12,Las Vegas; 31st Oct 2020,Bryce Mitchell,Andre Fili,Bryce Mitchell,1.81,2.15,f1,Favourite
UFC Vegas 12,Las Vegas; 31st Oct 2020,Greg Hardy,Maurice Greene,Greg Hardy,1.34,3.67,f1,Favourite
UFC Vegas 12,Las Vegas; 31st Oct 2020,Kevin Holland,Charlie Ontiveros,Kevin Holland,1.15,6.5,f1,Favourite
UFC Vegas 12,Las Vegas; 31st Oct 2020,Bobby Green,Thiago Moises,Thiago Moises,1.35,3.65,f1,Underdog
UFC Vegas 12,Las Vegas; 31st Oct 2020,Chris Gruetzemacher,Alexander Hernandez,Alexander Hernandez,4.65,1.25,f2,Favourite
UFC Vegas 12,Las Vegas; 31st Oct 2020,Adrian Yanez,Victor Rodriguez,Adrian Yanez,1.25,5.05,f1,Favourite
UFC Vegas 12,Las Vegas; 31st Oct 2020,Sean Strickland,Jack Marshman,Sean Strickland,1.29,4.2,f1,Favourite
UFC Vegas 12,Las Vegas; 31st Oct 2020,Jason Witt,Cole Williams,Jason Witt,1.69,2.35,f1,Favourite
UFC Vegas 12,Las Vegas; 31st Oct 2020,Dustin Jacoby,Justin Ledet,Dustin Jacoby,1.3,4.2,f1,Favourite
UFC Vegas 12,Las Vegas; 31st Oct 2020,Miles Johns,Kevin Natividad,Miles Johns,1.69,2.4,f1,Favourite
UFC Vegas 13,Las Vegas; 8th Nov 2020,Thiago Santos,Glover Teixeira,Glover Teixeira,1.44,3.07,f1,Underdog
UFC Vegas 13,Las Vegas; 8th Nov 2020,Tanner Boser,Andrei Arlovski,Andrei Arlovski,1.33,3.75,f1,Underdog
UFC Vegas 13,Las Vegas; 8th Nov 2020,Raoni Barcelos,Khalid Taha,Raoni Barcelos,1.29,4.2,f1,Favourite
UFC Vegas 13,Las Vegas; 8th Nov 2020,Giga Chikadze,Jamey Simmons,Giga Chikadze,1.16,7.0,f1,Favourite
UFC Vegas 13,Las Vegas; 8th Nov 2020,Claudia Gadelha,Yan Xiaonan,Yan Xiaonan,2.45,1.65,f2,Favourite
UFC Vegas 13,Las Vegas; 8th Nov 2020,Trevin Giles,Bevon Lewis,Trevin Giles,2.05,1.9,f2,Underdog
UFC Vegas 13,Las Vegas; 8th Nov 2020,Marcos Rogerio de Lima,Alexander Romanov,Alexander Romanov,4.8,1.25,f2,Favourite
UFC Vegas 13,Las Vegas; 8th Nov 2020,Darren Elkins,Luiz Garagorri,Darren Elkins,1.43,3.15,f1,Favourite
UFC Vegas 13,Las Vegas; 8th Nov 2020,Max Griffin,Ramiz Brahimaj,Max Griffin,1.77,2.2,f1,Favourite
UFC Vegas 13,Las Vegas; 8th Nov 2020,Gustavo Lopez,Anthony Birchak,Gustavo Lopez,1.85,2.06,f1,Favourite
UFC Vegas 14,Las Vegas; 14th Nov 2020,Rafael dos Anjos,Paul Felder,Rafael dos Anjos,1.56,2.7,f1,Favourite
UFC Vegas 14,Las Vegas; 14th Nov 2020,Abdul Razak Alhassan,Kalinn Williams,Kalinn Williams,1.49,2.9,f1,Underdog
UFC Vegas 14,Las Vegas; 14th Nov 2020,Ashley Yoder,Miranda Granger,Ashley Yoder,2.4,1.67,f2,Underdog
UFC Vegas 14,Las Vegas; 14th Nov 2020,Sean Strickland,Brendan Allen,Sean Strickland,2.0,1.95,f2,Underdog
UFC Vegas 14,Las Vegas; 14th Nov 2020,Kay Hansen,Cory McKenna,Cory McKenna,1.54,2.8,f1,Underdog
