Events,Location,Fighter1,Fighter2,Winner,fighter1_odds,fighter2_odds,Favourite,Label
UFC 270,Anaheim; 22nd Jan 2022,Michel Pereira,Andre Fialho,Michel Pereira,1.36,3.5,f1,Favourite
UFC 270,Anaheim; 22nd Jan 2022,Cody Stamann,Said Nurmagomedov,Said Nurmagomedov,2.7,1.59,f2,Favourite
UFC 270,Anaheim; 22nd Jan 2022,Michael Morales,Trevin Giles,Michael Morales,2.04,1.95,f2,Underdog
UFC 270,Anaheim; 22nd Jan 2022,Victor Henry,Raoni Barcelos,Victor Henry,5.25,1.22,f2,Underdog
UFC 270,Anaheim; 22nd Jan 2022,Jack Della Maddalena,Pete Rodriguez,Jack Della Maddalena,1.25,3.9,f1,Favourite
UFC 270,Anaheim; 22nd Jan 2022,Tony Gravely,Saimon Oliveira,Tony Gravely,1.4,3.35,f1,Favourite
UFC 270,Anaheim; 22nd Jan 2022,Matt Frevola,Genaro Valdez,Matt Frevola,1.5,2.88,f1,Favourite
UFC 270,Anaheim; 22nd Jan 2022,Vanessa Demopoulos,Silvana Gomez Juarez,Vanessa Demopoulos,1.67,2.2,f1,Favourite
UFC 270,Anaheim; 22nd Jan 2022,Kay Hansen,Jasmine Jasudavicius,Jasmine Jasudavicius,1.57,2.75,f1,Underdog
UFC 271,Houston; 12th Feb 2022,Israel Adesanya,Robert Whittaker,Israel Adesanya,1.36,3.65,f1,Favourite
UFC 271,Houston; 12th Feb 2022,Derrick Lewis,Tai Tuivasa,Tai Tuivasa,1.62,2.65,f1,Underdog
UFC 271,Houston; 12th Feb 2022,Derek Brunson,Jared Cannonier,Jared Cannonier,2.5,1.65,f2,Favourite
UFC 271,Houston; 12th Feb 2022,Alexander Hernandez,Renato Moicano,Renato Moicano,2.5,1.67,f2,Favourite
UFC 271,Houston; 12th Feb 2022,Bobby Green,Nasrat Haqparast,Bobby Green,1.71,2.4,f1,Favourite
UFC 271,Houston; 12th Feb 2022,Andrei Arlovski,Jared Vanderaa,Andrei Arlovski,1.69,2.5,f1,Favourite
UFC 271,Houston; 12th Feb 2022,Roxanne Modafferi,Casey O'Neill,Casey O'Neill,4.3,1.29,f2,Favourite
UFC 271,Houston; 12th Feb 2022,Kyler Phillips,Marcelo Rojo,Kyler Phillips,1.29,5.0,f1,Favourite
UFC 271,Houston; 12th Feb 2022,Carlos Ulberg,Fabio Cherant,Carlos Ulberg,1.5,3.4,f1,Favourite
UFC 271,Houston; 12th Feb 2022,Ronnie Lawrence,Mana Martinez,Ronnie Lawrence,1.33,3.75,f1,Favourite
UFC 271,Houston; 12th Feb 2022,AJ Dobson,Jacob Malkoun,Jacob Malkoun,1.98,2.3,f1,Underdog
UFC 271,Houston; 12th Feb 2022,Douglas Silva de Andrade,Sergey Morozov,Douglas Silva de Andrade,3.0,1.48,f2,Underdog
UFC 271,Houston; 12th Feb 2022,Mike Mathetha,Jeremiah Wells,Jeremiah Wells,3.0,1.45,f2,Favourite
UFC 271,Houston; 12th Feb 2022,William Knight,Maxim Grishin,Maxim Grishin,2.5,1.62,f2,Favourite
UFC Fight Night: Green vs. Makhachev,Las Vegas; 26th Feb 2022,Bobby Green,Islam Makhachev,Islam Makhachev,7.6,1.13,f2,Favourite
UFC Fight Night: Green vs. Makhachev,Las Vegas; 26th Feb 2022,Wellington Turman,Misha Cirkunov,Wellington Turman,2.2,1.69,f2,Underdog
UFC Fight Night: Green vs. Makhachev,Las Vegas; 26th Feb 2022,Ji Yeon Kim,Priscila Cachoeira,Priscila Cachoeira,1.62,3.0,f1,Underdog
UFC Fight Night: Green vs. Makhachev,Las Vegas; 26th Feb 2022,Arman Tsarukyan,Joel Alvarez,Arman Tsarukyan,1.4,2.95,f1,Favourite
UFC Fight Night: Green vs. Makhachev,Las Vegas; 26th Feb 2022,Gregory Rodrigues,Armen Petrosyan,Armen Petrosyan,1.71,2.65,f1,Underdog
UFC Fight Night: Green vs. Makhachev,Las Vegas; 26th Feb 2022,Ignacio Bahamondes,Zhu Rong,Ignacio Bahamondes,1.5,3.25,f1,Favourite
UFC Fight Night: Green vs. Makhachev,Las Vegas; 26th Feb 2022,Josiane Nunes,Ramona Pascual,Josiane Nunes,1.43,2.9,f1,Favourite
UFC Fight Night: Green vs. Makhachev,Las Vegas; 26th Feb 2022,Terrance McKinney,Fares Ziam,Terrance McKinney,2.25,1.94,f2,Underdog
UFC Fight Night: Green vs. Makhachev,Las Vegas; 26th Feb 2022,Alejandro Perez,Jonathan Martinez,Jonathan Martinez,3.63,1.44,f2,Favourite
UFC Fight Night: Green vs. Makhachev,Las Vegas; 26th Feb 2022,Ramiz Brahimaj,Micheal Gillmore,Ramiz Brahimaj,1.29,4.3,f1,Favourite
UFC Fight Night: Green vs. Makhachev,Las Vegas; 26th Feb 2022,Victor Altamirano,Carlos Hernandez,Carlos Hernandez,2.53,1.95,f2,Favourite
UFC 272,Las Vegas; 5th Mar 2022,Colby Covington,Jorge Masvidal,Colby Covington,1.33,3.75,f1,Favourite
UFC 272,Las Vegas; 5th Mar 2022,Renato Moicano,Rafael dos Anjos,Rafael dos Anjos,2.65,1.57,f2,Favourite
UFC 272,Las Vegas; 5th Mar 2022,Edson Barboza,Bryce Mitchell,Bryce Mitchell,2.54,1.61,f2,Favourite
UFC 272,Las Vegas; 5th Mar 2022,Kevin Holland,Alex Oliveira,Kevin Holland,1.26,5.25,f1,Favourite
UFC 272,Las Vegas; 5th Mar 2022,Greg Hardy,Sergey Spivak,Sergey Spivak,2.65,1.6,f2,Favourite
UFC 272,Las Vegas; 5th Mar 2022,Jalin Turner,Jamie Mullarkey,Jalin Turner,1.67,2.42,f1,Favourite
UFC 272,Las Vegas; 5th Mar 2022,Marina Alcalde Rodriguez,Yan Xiaonan,Marina Alcalde Rodriguez,1.36,3.6,f1,Favourite
UFC 272,Las Vegas; 5th Mar 2022,Nick Negumereanu,Kennedy Nzechukwu,Nick Negumereanu,2.25,1.8,f2,Underdog
UFC 272,Las Vegas; 5th Mar 2022,Mariya Agapova,Maryna Moroz,Maryna Moroz,1.61,2.55,f1,Underdog
UFC 272,Las Vegas; 5th Mar 2022,Brian Kelleher,Umar Nurmagomedov,Umar Nurmagomedov,8.5,1.11,f2,Favourite
UFC 272,Las Vegas; 5th Mar 2022,Tim Elliott,Tagir Ulanbekov,Tim Elliott,3.0,1.44,f2,Underdog
UFC 272,Las Vegas; 5th Mar 2022,Devonte Smith,Ludovit Klein,Ludovit Klein,1.7,2.33,f1,Underdog
UFC 272,Las Vegas; 5th Mar 2022,Dustin Jacoby,Michal Oleksiejczuk,Dustin Jacoby,1.51,2.8,f1,Favourite
UFC Fight Night: Santos vs. Ankalaev,Las Vegas; 12th Mar 2022,Thiago Santos,Magomed Ankalaev,Magomed Ankalaev,6.2,1.16,f2,Favourite
UFC Fight Night: Santos vs. Ankalaev,Las Vegas; 12th Mar 2022,Marlon Moraes,Yadong Song,Yadong Song,3.5,1.37,f2,Favourite
UFC Fight Night: Santos vs. Ankalaev,Las Vegas; 12th Mar 2022,Sodiq Yusuff,Alex Caceres,Sodiq Yusuff,1.4,3.4,f1,Favourite
UFC Fight Night: Santos vs. Ankalaev,Las Vegas; 12th Mar 2022,Khalil Rountree,Karl Roberson,Khalil Rountree,2.37,1.71,f2,Underdog
UFC Fight Night: Santos vs. Ankalaev,Las Vegas; 12th Mar 2022,Drew Dober,Terrance McKinney,Drew Dober,1.67,2.4,f1,Favourite
UFC Fight Night: Santos vs. Ankalaev,Las Vegas; 12th Mar 2022,Bruno Silva,Alex Pereira,Alex Pereira,2.88,1.53,f2,Favourite
UFC Fight Night: Santos vs. Ankalaev,Las Vegas; 12th Mar 2022,Matt Semelsberger,A.J. Fletcher,Matt Semelsberger,1.6,2.72,f1,Favourite
UFC Fight Night: Santos vs. Ankalaev,Las Vegas; 12th Mar 2022,J.J. Aldrich,Gillian Robertson,J.J. Aldrich,2.15,1.87,f2,Underdog
UFC Fight Night: Santos vs. Ankalaev,Las Vegas; 12th Mar 2022,Trevin Jones,Javid Basharat,Javid Basharat,2.65,1.63,f2,Favourite
UFC Fight Night: Santos vs. Ankalaev,Las Vegas; 12th Mar 2022,Damon Jackson,Kamuela Kirk,Damon Jackson,1.9,2.2,f1,Favourite
UFC Fight Night: Santos vs. Ankalaev,Las Vegas; 12th Mar 2022,Sabina Mazo,Miranda Maverick,Miranda Maverick,4.05,1.31,f2,Favourite
UFC Fight Night: Santos vs. Ankalaev,Las Vegas; 12th Mar 2022,Dalcha Lungiambula,Cody Brundage,Cody Brundage,1.8,2.3,f1,Underdog
UFC Fight Night: Santos vs. Ankalaev,Las Vegas; 12th Mar 2022,Guido Cannetti,Kris Moutinho,Guido Cannetti,2.45,1.67,f2,Underdog
UFC Fight Night: Santos vs. Ankalaev,Las Vegas; 12th Mar 2022,Tafon Nchukwi,Azamat Murzakanov,Azamat Murzakanov,2.87,1.56,f2,Favourite
UFC Fight Night: Volkov vs. Aspinall,London; 19th Mar 2022,Tom Aspinall,Alexander Volkov,Tom Aspinall,1.85,2.2,f1,Favourite
UFC Fight Night: Volkov vs. Aspinall,London; 19th Mar 2022,Daniel Hooker,Arnold Allen,Arnold Allen,2.0,1.97,f2,Favourite
UFC Fight Night: Volkov vs. Aspinall,London; 19th Mar 2022,Paddy Pimblett,Rodrigo Vargas,Paddy Pimblett,1.18,6.25,f1,Favourite
UFC Fight Night: Volkov vs. Aspinall,London; 19th Mar 2022,Gunnar Nelson,Takashi Sato,Gunnar Nelson,1.2,6.0,f1,Favourite
UFC Fight Night: Volkov vs. Aspinall,London; 19th Mar 2022,Molly McCann,Luana Carolina,Molly McCann,1.71,2.44,f1,Favourite
UFC Fight Night: Volkov vs. Aspinall,London; 19th Mar 2022,Jai Herbert,Ilia Topuria,Ilia Topuria,5.5,1.18,f2,Favourite
UFC Fight Night: Volkov vs. Aspinall,London; 19th Mar 2022,Mike Grundy,Makwan Amirkhani,Makwan Amirkhani,1.44,3.55,f1,Underdog
UFC Fight Night: Volkov vs. Aspinall,London; 19th Mar 2022,Shamil Abdurakhimov,Sergey Pavlovich,Sergey Pavlovich,3.95,1.31,f2,Favourite
UFC Fight Night: Volkov vs. Aspinall,London; 19th Mar 2022,Nikita Krylov,Paul Craig,Paul Craig,1.53,2.91,f1,Underdog
UFC Fight Night: Volkov vs. Aspinall,London; 19th Mar 2022,Jack Shore,Timur Valiev,Jack Shore,1.9,2.2,f1,Favourite
UFC Fight Night: Volkov vs. Aspinall,London; 19th Mar 2022,Elise Reed,Cory McKenna,Elise Reed,3.85,1.36,f2,Underdog
UFC Fight Night: Volkov vs. Aspinall,London; 19th Mar 2022,Muhammad Mokaev,Cody Durden,Muhammad Mokaev,1.2,5.5,f1,Favourite
UFC 273,Jacksonville; 9th Apr 2022,Alex Volkanovski,Chan Sung Jung,Alex Volkanovski,1.18,6.0,f1,Favourite
UFC 273,Jacksonville; 9th Apr 2022,Aljamain Sterling,Petr Yan,Aljamain Sterling,4.5,1.27,f2,Underdog
UFC 273,Jacksonville; 9th Apr 2022,Gilbert Burns,Khamzat Chimaev,Khamzat Chimaev,5.25,1.2,f2,Favourite
UFC 273,Jacksonville; 9th Apr 2022,Mackenzie Dern,Tecia Pennington,Mackenzie Dern,1.87,2.1,f1,Favourite
UFC 273,Jacksonville; 9th Apr 2022,Vinc Pichel,Mark O. Madsen,Mark O. Madsen,1.95,2.12,f1,Underdog
UFC 273,Jacksonville; 9th Apr 2022,Ian Garry,Darian Weeks,Ian Garry,1.28,4.75,f1,Favourite
UFC 273,Jacksonville; 9th Apr 2022,Josh Fremd,Anthony Hernandez,Anthony Hernandez,2.65,1.58,f2,Favourite
UFC 273,Jacksonville; 9th Apr 2022,Raquel Pennington,Aspen Ladd,Raquel Pennington,1.65,2.5,f1,Favourite
UFC 273,Jacksonville; 9th Apr 2022,Mickey Gall,Mike Malott,Mike Malott,2.5,1.65,f2,Favourite
UFC 273,Jacksonville; 9th Apr 2022,Jared Vanderaa,Aleksei Oleinik,Aleksei Oleinik,1.77,2.35,f1,Underdog
UFC 273,Jacksonville; 9th Apr 2022,Kay Hansen,Piera Rodriguez,Piera Rodriguez,2.1,1.86,f2,Favourite
UFC 273,Jacksonville; 9th Apr 2022,Julio Arce,Daniel Santos,Julio Arce,1.57,2.9,f1,Favourite
UFC Fight Night: Luque vs. Muhammad II,Las Vegas; 16th Apr 2022,Vicente Luque,Belal Muhammad,Belal Muhammad,1.62,2.7,f1,Underdog
UFC Fight Night: Luque vs. Muhammad II,Las Vegas; 16th Apr 2022,Caio Borralho,Gadzhi Omargadzhiev,Caio Borralho,2.1,1.83,f2,Underdog
UFC Fight Night: Luque vs. Muhammad II,Las Vegas; 16th Apr 2022,Miguel Baeza,Andre Fialho,Andre Fialho,1.62,2.62,f1,Underdog
UFC Fight Night: Luque vs. Muhammad II,Las Vegas; 16th Apr 2022,Mayra Bueno Silva,Yanan Wu,Mayra Bueno Silva,1.21,6.0,f1,Favourite
UFC Fight Night: Luque vs. Muhammad II,Las Vegas; 16th Apr 2022,Pat Sabatini,T.J. Laramie,Pat Sabatini,1.2,5.75,f1,Favourite
UFC Fight Night: Luque vs. Muhammad II,Las Vegas; 16th Apr 2022,Ange Loosa,Mounir Lazzez,Mounir Lazzez,2.8,1.53,f2,Favourite
UFC Fight Night: Luque vs. Muhammad II,Las Vegas; 16th Apr 2022,Devin Clark,William Knight,Devin Clark,1.61,2.6,f1,Favourite
UFC Fight Night: Luque vs. Muhammad II,Las Vegas; 16th Apr 2022,Lina Lansberg,Pannie Kianzad,Pannie Kianzad,5.5,1.24,f2,Favourite
UFC Fight Night: Luque vs. Muhammad II,Las Vegas; 16th Apr 2022,Drakkar Klose,Brandon Jenkins,Drakkar Klose,1.19,6.0,f1,Favourite
UFC Fight Night: Luque vs. Muhammad II,Las Vegas; 16th Apr 2022,Jesse Ronson,Rafa Garcia,Rafa Garcia,1.81,2.4,f1,Underdog
UFC Fight Night: Luque vs. Muhammad II,Las Vegas; 16th Apr 2022,Chris Barnett,Martin Buday,Martin Buday,3.8,1.4,f2,Favourite
UFC Fight Night: Luque vs. Muhammad II,Las Vegas; 16th Apr 2022,Jordan Leavitt,Trey Ogden,Jordan Leavitt,inf,inf,f1,Favourite
UFC Fight Night: Luque vs. Muhammad II,Las Vegas; 16th Apr 2022,Sam Hughes,Istela Nunes,Sam Hughes,3.2,1.44,f2,Underdog
UFC Fight Night: Luque vs. Muhammad II,Las Vegas; 16th Apr 2022,Heili Alateng,Kevin Croom,Heili Alateng,1.61,2.55,f1,Favourite
UFC Fight Night: Błachowicz vs. Rakić,Las Vegas; 14th May 2022,Jan Blachowicz,Aleksandar Rakic,Jan Blachowicz,2.75,1.49,f2,Underdog
UFC Fight Night: Błachowicz vs. Rakić,Las Vegas; 14th May 2022,Ryan Spann,Ion Cutelaba,Ryan Spann,3.15,1.39,f2,Underdog
UFC Fight Night: Błachowicz vs. Rakić,Las Vegas; 14th May 2022,Louis Smolka,Davey Grant,Davey Grant,3.45,1.36,f2,Favourite
UFC Fight Night: Błachowicz vs. Rakić,Las Vegas; 14th May 2022,Katlyn Chookagian,Amanda Ribas,Katlyn Chookagian,1.58,2.65,f1,Favourite
UFC Fight Night: Błachowicz vs. Rakić,Las Vegas; 14th May 2022,Frank Camacho,Manuel Torres,Manuel Torres,2.15,1.8,f2,Favourite
UFC Fight Night: Błachowicz vs. Rakić,Las Vegas; 14th May 2022,Jake Hadley,Allan Nascimento,Allan Nascimento,1.5,2.8,f1,Underdog
UFC Fight Night: Błachowicz vs. Rakić,Las Vegas; 14th May 2022,Viviane Araujo,Andrea Lee,Viviane Araujo,2.15,1.82,f2,Underdog
UFC Fight Night: Błachowicz vs. Rakić,Las Vegas; 14th May 2022,Michael Johnson,Alan Patrick,Michael Johnson,1.68,2.43,f1,Favourite
UFC Fight Night: Błachowicz vs. Rakić,Las Vegas; 14th May 2022,Virna Jandiroba,Angela Hill,Virna Jandiroba,1.53,2.85,f1,Favourite
UFC Fight Night: Błachowicz vs. Rakić,Las Vegas; 14th May 2022,Tatsuro Taira,Carlos Candelario,Tatsuro Taira,1.33,3.8,f1,Favourite
UFC Fight Night: Błachowicz vs. Rakić,Las Vegas; 14th May 2022,Nick Maximov,Andre Petroski,Andre Petroski,1.29,4.7,f1,Underdog
UFC Fight Night: Holm vs. Vieira,Las Vegas; 21st May 2022,Holly Holm,Ketlen Vieira,Ketlen Vieira,1.45,3.0,f1,Underdog
UFC Fight Night: Holm vs. Vieira,Las Vegas; 21st May 2022,Santiago Ponzinibbio,Michel Pereira,Michel Pereira,2.25,1.77,f2,Favourite
UFC Fight Night: Holm vs. Vieira,Las Vegas; 21st May 2022,Chidi Njokuani,Dusko Todorovic,Chidi Njokuani,inf,inf,f1,Favourite
UFC Fight Night: Holm vs. Vieira,Las Vegas; 21st May 2022,Polyana Viana,Tabatha Ricci,Tabatha Ricci,2.15,1.79,f2,Favourite
UFC Fight Night: Holm vs. Vieira,Las Vegas; 21st May 2022,Eryk Anders,Jun Yong Park,Jun Yong Park,2.75,1.54,f2,Favourite
UFC Fight Night: Holm vs. Vieira,Las Vegas; 21st May 2022,Alen Amedovski,Joseph Holmes,Joseph Holmes,2.87,1.56,f2,Favourite
UFC Fight Night: Holm vs. Vieira,Las Vegas; 21st May 2022,Jailton Junior,Parker Porter,Jailton Junior,inf,inf,f1,Favourite
UFC Fight Night: Holm vs. Vieira,Las Vegas; 21st May 2022,Omar Morales,Uros Medic,Uros Medic,1.8,2.25,f1,Underdog
UFC Fight Night: Holm vs. Vieira,Las Vegas; 21st May 2022,Jonathan Martinez,Vincent Morales,Jonathan Martinez,1.41,3.3,f1,Favourite
UFC Fight Night: Holm vs. Vieira,Las Vegas; 21st May 2022,Chase Hooper,Felipe Colares,Chase Hooper,2.62,1.71,f2,Underdog
UFC Fight Night: Holm vs. Vieira,Las Vegas; 21st May 2022,Elise Reed,Sam Hughes,Sam Hughes,1.79,2.32,f1,Underdog
UFC 275,Kallang; 11th Jun 2022,Glover Teixeira,Jiri Prochazka,Jiri Prochazka,2.88,1.51,f2,Favourite
UFC 275,Kallang; 11th Jun 2022,Valentina Shevchenko,Taila Santos,Valentina Shevchenko,1.2,6.5,f1,Favourite
UFC 275,Kallang; 11th Jun 2022,Weili Zhang,Joanna Jedrzejczyk,Weili Zhang,1.65,2.5,f1,Favourite
UFC 275,Kallang; 11th Jun 2022,Andre Fialho,Jake Matthews,Jake Matthews,2.02,2.0,f2,Favourite
UFC 275,Kallang; 11th Jun 2022,Jack Della Maddalena,Ramazan Emeev,Jack Della Maddalena,1.59,2.62,f1,Favourite
UFC 275,Kallang; 11th Jun 2022,Seung Woo Choi,Joshua Culibao,Joshua Culibao,1.48,2.94,f1,Underdog
UFC 275,Kallang; 11th Jun 2022,Steve Garcia,Hayisaer Maheshate,Hayisaer Maheshate,1.57,2.85,f1,Underdog
UFC 275,Kallang; 11th Jun 2022,Brendan Allen,Jacob Malkoun,Brendan Allen,1.37,3.6,f1,Favourite
UFC 275,Kallang; 11th Jun 2022,Kyung Ho Kang,Danaa Batgerel,Kyung Ho Kang,2.1,2.05,f2,Underdog
UFC 275,Kallang; 11th Jun 2022,Silvana Gomez Juarez,Na Liang,Silvana Gomez Juarez,2.1,1.9,f2,Underdog
UFC 275,Kallang; 11th Jun 2022,Joselyne Edwards,Ramona Pascual,Joselyne Edwards,1.61,2.5,f1,Favourite
UFC Fight Night: Kattar vs. Emmett,Austin; 18th Jun 2022,Calvin Kattar,Josh Emmett,Josh Emmett,1.42,3.35,f1,Underdog
UFC Fight Night: Kattar vs. Emmett,Austin; 18th Jun 2022,Tim Means,Kevin Holland,Kevin Holland,3.85,1.32,f2,Favourite
UFC Fight Night: Kattar vs. Emmett,Austin; 18th Jun 2022,Joaquin Buckley,Albert Duraev,Joaquin Buckley,2.95,1.5,f2,Underdog
UFC Fight Night: Kattar vs. Emmett,Austin; 18th Jun 2022,Damir Ismagulov,Guram Kutateladze,Damir Ismagulov,1.51,2.9,f1,Favourite
UFC Fight Night: Kattar vs. Emmett,Austin; 18th Jun 2022,Julian Marquez,Gregory Rodrigues,Gregory Rodrigues,2.5,1.65,f2,Favourite
UFC Fight Night: Kattar vs. Emmett,Austin; 18th Jun 2022,Adrian Yanez,Tony Kelley,Adrian Yanez,1.36,3.7,f1,Favourite
UFC Fight Night: Kattar vs. Emmett,Austin; 18th Jun 2022,Jasmine Jasudavicius,Natalia Cristina da Silva,Natalia Cristina da Silva,1.42,3.2,f1,Underdog
UFC Fight Night: Kattar vs. Emmett,Austin; 18th Jun 2022,Jeremiah Wells,Court McGee,Jeremiah Wells,2.0,3.05,f1,Favourite
UFC Fight Night: Kattar vs. Emmett,Austin; 18th Jun 2022,Ricardo Ramos,Danny Chavez,Ricardo Ramos,1.34,3.85,f1,Favourite
UFC Fight Night: Kattar vs. Emmett,Austin; 18th Jun 2022,Gloria de Paula,Maria Oliveira,Maria Oliveira,1.39,3.6,f1,Underdog
UFC Fight Night: Kattar vs. Emmett,Austin; 18th Jun 2022,Cody Stamann,Eddie Wineland,Cody Stamann,1.17,7.0,f1,Favourite
UFC Fight Night: Kattar vs. Emmett,Austin; 18th Jun 2022,Phil Hawes,Deron Winn,Phil Hawes,1.4,3.3,f1,Favourite
UFC Fight Night: Kattar vs. Emmett,Austin; 18th Jun 2022,Kyle Daukaus,Roman Dolidze,Roman Dolidze,1.42,3.4,f1,Underdog
UFC Fight Night: Tsarukyan vs. Gamrot,Las Vegas; 25th Jun 2022,Arman Tsarukyan,Mateusz Gamrot,Mateusz Gamrot,1.43,3.25,f1,Underdog
UFC Fight Night: Tsarukyan vs. Gamrot,Las Vegas; 25th Jun 2022,Neil Magny,Shavkat Rakhmonov,Shavkat Rakhmonov,5.0,1.23,f2,Favourite
UFC Fight Night: Tsarukyan vs. Gamrot,Las Vegas; 25th Jun 2022,Josh Parisian,Alan Baudot,Josh Parisian,1.9,2.16,f1,Favourite
UFC Fight Night: Tsarukyan vs. Gamrot,Las Vegas; 25th Jun 2022,Thiago Moises,Christos Giagos,Thiago Moises,1.44,3.2,f1,Favourite
UFC Fight Night: Tsarukyan vs. Gamrot,Las Vegas; 25th Jun 2022,Umar Nurmagomedov,Nathan Maness,Umar Nurmagomedov,1.11,8.0,f1,Favourite
UFC Fight Night: Tsarukyan vs. Gamrot,Las Vegas; 25th Jun 2022,Chris Curtis,Rodolfo Vieira,Chris Curtis,1.93,2.1,f1,Favourite
UFC Fight Night: Tsarukyan vs. Gamrot,Las Vegas; 25th Jun 2022,Tafon Nchukwi,Carlos Ulberg,Carlos Ulberg,1.74,2.35,f1,Underdog
UFC Fight Night: Tsarukyan vs. Gamrot,Las Vegas; 25th Jun 2022,T.J. Brown,Yilan Sha,Yilan Sha,1.5,2.87,f1,Underdog
UFC Fight Night: Tsarukyan vs. Gamrot,Las Vegas; 25th Jun 2022,Raulian Paiva,Sergey Morozov,Sergey Morozov,2.45,1.65,f2,Favourite
UFC Fight Night: Tsarukyan vs. Gamrot,Las Vegas; 25th Jun 2022,Cody Durden,J.P. Buys,Cody Durden,2.0,1.93,f2,Underdog
UFC Fight Night: Tsarukyan vs. Gamrot,Las Vegas; 25th Jun 2022,Brian Kelleher,Mario Bautista,Mario Bautista,2.75,1.57,f2,Favourite
UFC Fight Night: Tsarukyan vs. Gamrot,Las Vegas; 25th Jun 2022,Jinh Yu Frey,Vanessa Demopoulos,Vanessa Demopoulos,1.45,3.0,f1,Underdog
UFC 276,Las Vegas; 2nd Jul 2022,Israel Adesanya,Jared Cannonier,Israel Adesanya,1.2,5.6,f1,Favourite
UFC 276,Las Vegas; 2nd Jul 2022,Alex Volkanovski,Max Holloway,Alex Volkanovski,1.57,2.72,f1,Favourite
UFC 276,Las Vegas; 2nd Jul 2022,Sean Strickland,Alex Pereira,Alex Pereira,1.85,2.14,f1,Underdog
UFC 276,Las Vegas; 2nd Jul 2022,Robbie Lawler,Bryan Barberena,Bryan Barberena,2.02,2.0,f2,Favourite
UFC 276,Las Vegas; 2nd Jul 2022,Brad Riddell,Jalin Turner,Jalin Turner,2.4,1.67,f2,Favourite
UFC 276,Las Vegas; 2nd Jul 2022,Donald Cerrone,Jim Miller,Jim Miller,2.65,1.57,f2,Favourite
UFC 276,Las Vegas; 2nd Jul 2022,Ian Garry,Gabriel Green,Ian Garry,inf,inf,f1,Favourite
UFC 276,Las Vegas; 2nd Jul 2022,Brad Tavares,Dricus Du Plessis,Dricus Du Plessis,2.6,1.62,f2,Favourite
UFC 276,Las Vegas; 2nd Jul 2022,Andre Muniz,Urijah Hall,Andre Muniz,inf,inf,f1,Favourite
UFC 276,Las Vegas; 2nd Jul 2022,Jessica Eye,Maycee Barber,Maycee Barber,3.75,1.33,f2,Favourite
UFC 276,Las Vegas; 2nd Jul 2022,Jessica-Rose Clark,Julija Stoliarenko,Julija Stoliarenko,1.69,2.35,f1,Underdog
UFC Fight Night: Dos Anjos vs. Fiziev,Las Vegas; 9th Jul 2022,Rafael dos Anjos,Rafael Fiziev,Rafael Fiziev,2.84,1.5,f2,Favourite
UFC Fight Night: Dos Anjos vs. Fiziev,Las Vegas; 9th Jul 2022,Caio Borralho,Armen Petrosyan,Caio Borralho,1.44,3.3,f1,Favourite
UFC Fight Night: Dos Anjos vs. Fiziev,Las Vegas; 9th Jul 2022,Said Nurmagomedov,Douglas Silva de Andrade,Said Nurmagomedov,1.22,4.8,f1,Favourite
UFC Fight Night: Dos Anjos vs. Fiziev,Las Vegas; 9th Jul 2022,Chase Sherman,Jared Vanderaa,Chase Sherman,2.98,1.48,f2,Underdog
UFC Fight Night: Dos Anjos vs. Fiziev,Las Vegas; 9th Jul 2022,Aiemann Zahabi,Ricky Turcios,Aiemann Zahabi,3.1,1.51,f2,Underdog
UFC Fight Night: Dos Anjos vs. Fiziev,Las Vegas; 9th Jul 2022,Michael Johnson,Jamie Mullarkey,Jamie Mullarkey,2.95,1.44,f2,Favourite
UFC Fight Night: Dos Anjos vs. Fiziev,Las Vegas; 9th Jul 2022,Tresean Gore,Cody Brundage,Cody Brundage,1.8,2.4,f1,Underdog
UFC Fight Night: Dos Anjos vs. Fiziev,Las Vegas; 9th Jul 2022,Antonina Shevchenko,Cortney Casey,Antonina Shevchenko,1.58,2.57,f1,Favourite
UFC Fight Night: Dos Anjos vs. Fiziev,Las Vegas; 9th Jul 2022,Garrett Armfield,David Onama,David Onama,7.1,1.13,f2,Favourite
UFC Fight Night: Dos Anjos vs. Fiziev,Las Vegas; 9th Jul 2022,Karl Roberson,Kennedy Nzechukwu,Kennedy Nzechukwu,2.46,1.63,f2,Favourite
UFC Fight Night: Dos Anjos vs. Fiziev,Las Vegas; 9th Jul 2022,Ronnie Lawrence,Saidyokub Kakhramonov,Saidyokub Kakhramonov,1.83,2.12,f1,Underdog
UFC Fight Night: Ortega vs. Rodriguez,Long Island; 16th Jul 2022,Brian Ortega,Yair Rodriguez,Yair Rodriguez,1.57,2.7,f1,Underdog
UFC Fight Night: Ortega vs. Rodriguez,Long Island; 16th Jul 2022,Michelle Waterson,Amanda Lemos,Amanda Lemos,3.65,1.33,f2,Favourite
UFC Fight Night: Ortega vs. Rodriguez,Long Island; 16th Jul 2022,Li Jingliang,Muslim Salikhov,Li Jingliang,2.36,1.7,f2,Underdog
UFC Fight Night: Ortega vs. Rodriguez,Long Island; 16th Jul 2022,Matt Schnell,Su Mudaerji,Matt Schnell,3.25,1.38,f2,Underdog
UFC Fight Night: Ortega vs. Rodriguez,Long Island; 16th Jul 2022,Shane Burgos,Charles Jourdain,Shane Burgos,1.6,2.6,f1,Favourite
